effect	px	py	pz	lx	ly	lz	fov	near	far	_
WailingDoom	0	-0.392939568	-60.1124725	0	-0.392939568	0	40	0.01	1902.53491	0
Warp Storm Target	0	-0.4779997	-38.89389	0	-0.4779997	0	40	0.01	1230.97546	0
Waystone UI Gain	0	0.0236148834	-58.1798134	0	0.0236148834	0.103263855	40	0.01	1844.63525	0
Waystone UI Spend	-1.20750141	0.0236148834	-60.4626961	-1.20750141	0.0236148834	0.103263855	40	0.01	1916.88745	0
WaystoneCollect	0	0	-3.885536	0	0	0	40	0.01	122.9756	0
WaystoneTrigger	0	0	-15.5421486	0	0	0	40	0.01	491.902527	0
WhileInPlay_Nurgle	0	-1.18799973	-37.3011475	0	-1.18799973	0	40	0.01	1180.5658	0
WhileInPlay_Tzeentch	0	-1.18799973	-37.3011475	0	-1.18799973	0	40	0.01	1180.5658	0
Whip Attack EC Daemon	-0.5584763	0.151018262	-15.290287	-0.5584763	0.151018262	5.085575	40	0.01	644.8876	0
Whip Attack EC Lucius	0	-0.5757499	-24.3950462	0	-0.5757499	4.760129	40	0.01	922.749146	0
Whip Attack EC Maulerfiend	0	-0.575750351	-34.92536	0	-0.575750351	13.1166239	40	0.01	1520.50891	0
Whip Attack EC Normal	-1.13062823	0.381595939	-11.8351669	-1.13062823	0.381595939	5.722624	40	0.01	555.6968	0
Wild Rider Chieftain	-0.3190198	-0.31446743	-9.62883	-0.3190198	-0.31446743	0	40	0.01	304.748474	0
Will Of Gork	0	-0.23400116	-252.559921	0	-0.23400116	0	40	0.01	7993.4165	0
WorstTemperEffect	-0.218886852	-1.22574806	-20.5977173	-0.218886852	-1.22574806	0.106672287	40	0.01	655.285339	0
