file	card_id	name	faction	ev	textA	textB	gt_from_filename	werA	werB	cerA	cerB	agree	non_speech	needs_review
VO_ADS_Morvenn Vahl_cantDo.ogg	SOR5	Morvenn Vahl	Sororitas	cantdo	I cannot do that!	I cannot do that.						case-punct-only		
VO_ADS_Morvenn Vahl_concede.ogg	SOR5	Morvenn Vahl	Sororitas	concede	This does not end here!	This does not end here!						exact		
VO_ADS_Morvenn Vahl_death.ogg	SOR5	Morvenn Vahl	Sororitas	death	Nyaaah!	AHHHHHHHHH!						content-word		1
VO_ADS_Morvenn Vahl_gen1.ogg	SOR5	Morvenn Vahl	Sororitas	gen1	A single deed is worth countless words.	A single deed is worth countless words.						exact		
VO_ADS_Morvenn Vahl_gen2.ogg	SOR5	Morvenn Vahl	Sororitas	gen2	Through bloody example, I will lead us to victory!	Through bloody example, I will lead us to victory!						exact		
VO_ADS_Morvenn Vahl_gen3.ogg	SOR5	Morvenn Vahl	Sororitas	gen3	Defy us, and be ready to feel the Emperor's wrath.	Defy us, and be ready to feel the Emperor's wrath.						exact		
VO_ADS_Morvenn Vahl_gen4.ogg	SOR5	Morvenn Vahl	Sororitas	gen4	Under his light, all shadows will wither.	Under his light, all shadows will wither.						exact		
VO_ADS_Morvenn Vahl_gen5.ogg	SOR5	Morvenn Vahl	Sororitas	gen5	Any display of weakness shall be punished.	Any display of weakness shall be punished.						exact		
VO_ADS_Morvenn Vahl_gen6.ogg	SOR5	Morvenn Vahl	Sororitas	gen6	Faith is my shield, and his will my blade.	Faith is my shield, and his will my blade.						exact		
VO_ADS_Morvenn Vahl_gen7.ogg	SOR5	Morvenn Vahl	Sororitas	gen7	There shall be no mercy for the unworthy.	There shall be no mercy for the unworthy.						exact		
VO_ADS_Morvenn Vahl_greet.ogg	SOR5	Morvenn Vahl	Sororitas	greet	The Emperor is with me in this battle!	The Emperor is with me in this battle!						exact		
VO_ADS_Morvenn Vahl_hurry.ogg	SOR5	Morvenn Vahl	Sororitas	hurry	It is time to act!	It is time to act!						exact		
VO_ADS_Morvenn Vahl_intro.ogg	SOR5	Morvenn Vahl	Sororitas	intro	In the Emperor's name, I will end you.	In the Emperor's name, I will end you.						exact		
VO_ADS_Morvenn Vahl_mirror.ogg	SOR5	Morvenn Vahl	Sororitas	mirror	I will not fall for this treachery.	I will not fall for this treachery.						exact		
VO_ADS_Morvenn Vahl_threat.ogg	SOR5	Morvenn Vahl	Sororitas	threat	I will not suffer you to live!	I will not suffer you to live!						exact		
VO_ADS_Morvenn Vahl_vsAstraMilitarum.ogg	SOR5	Morvenn Vahl	Sororitas	vsastramilitarum	If your fate crumbles, so shall you.	If your faith crumbles, so shall you.						content-word		1
VO_ADS_Morvenn Vahl_vsGrukk.ogg	SOR5	Morvenn Vahl	Sororitas	vsgrukk	To know the alien is to hate the alien.	To know the alien is to hate the alien!						case-punct-only		
VO_ADS_Morvenn Vahl_vsHaarken.ogg	SOR5	Morvenn Vahl	Sororitas	vshaarken	Your heresy ends now. Pwn at the despoiler!	Your heresy ends now. Porn of the despoiler!						content-word		1
VO_ADS_Morvenn Vahl_vsJunith.ogg	SOR5	Morvenn Vahl	Sororitas	vsjunith	Let us see if you are worthy of the duty bestowed upon you!	Let us see if you are worthy of the duty bestowed upon you.						case-punct-only		
VO_ADS_Morvenn Vahl_vsLuminas.ogg	SOR5	Morvenn Vahl	Sororitas	vsluminas	May his light guide our way, sister.	May his light guide our way, sister.						exact		
VO_ADS_Morvenn Vahl_vsOrikan.ogg	SOR5	Morvenn Vahl	Sororitas	vsorikan	How does it feel to foresee your own death?	How does it feel to foresee your own death?						exact		
VO_ADS_Morvenn Vahl_vsShadowsun.ogg	SOR5	Morvenn Vahl	Sororitas	vsshadowsun	Yours is a faithless race, worthy only of extermination.	Yours is a faithless race, worthy only of extermination.						exact		
VO_ADS_Morvenn Vahl_wp.ogg	SOR5	Morvenn Vahl	Sororitas	wp	Vahl Witchcraft has lent you strength!	The witchcraft has lent you strength.						content-word		1
VO_ADS_Paragon Warsuit - We bring judgment upon the heretic.ogg	SOR40	Paragon Warsuit	Sororitas	line	We bring judgement upon the heretic!	We bring judgment upon the heretic.	We bring judgment upon the heretic	0.167		0.034		content-word		1
VO_ADS_Penitent Engine - Tortured scream.ogg	SOR34	Penitent Engine	Sororitas	line	OHHH! AHHHH! AHHHHHHH!	Oh, oh, oh, oh!	Tortured scream					content-word	stage-direction	
VO_ADS_Preacher - The holy radiance of the Emperor burns within me.ogg	SOR12	Preacher	Sororitas	line	The holy radiance of the Emperor burns within me.	The holy radiance of the Emperor burns within me.	The holy radiance of the Emperor burns within me	0.000		0.000		exact		
VO_ADS_Retributor - May His hand guide my aim in the coming battle.ogg	SOR23	Retributor	Sororitas	line	May his hand guide my aim in the coming battle!	May his hand guide my aim in the coming battle!	May His hand guide my aim in the coming battle	0.000		0.000		exact		
VO_ADS_Sacred Rose Sister - No armor will save you from our holy wrath.ogg	SOR68	Sacred Rose Sister	Sororitas	line	No armor will save you from our holy wrath!	No armor will save you from our holy wrath.	No armor will save you from our holy wrath	0.000		0.000		case-punct-only		
VO_ADS_Saint Celestine - Believe in the Emperor of Mankind and you shall walk in His light.ogg	SOR38	Saint Celestine	Sororitas	line	Believe in the Emperor of Mankind, and you shall walk in his light!	Believe in the Emperor of mankind and you shall walk in his light!	Believe in the Emperor of Mankind and you shall walk in His light	0.000		0.000		case-punct-only		
VO_ADS_Seraphim - Our fire will rain from the skies.ogg	SOR24	Seraphim	Sororitas	line	Our fire will reign from the skies!	Our fire will rain from the skies!	Our fire will rain from the skies	0.143		0.074		content-word		1
VO_ADS_Simulacrum Bearer - Let the light of the God-Emperor guide our righteous fury.ogg	SOR18	Simulacrum Bearer	Sororitas	line	Let the light of the God Emperor guide our righteous fury!	Let the light of the God Emperor guide our righteous fury!	Let the light of the God-Emperor guide our righteous fury	0.000		0.000		exact		
VO_ADS_Simulacrum Imperialis - Bow before His divine authority.ogg	SOR_Simulacrum_Imperialis	Simulacrum Imperialis	Sororitas	line	Number four is Divine Authority!	Bow before his divine authority!	Bow before His divine authority	0.600		0.259		content-word		1
VO_ADS_Sister Novitiate - I will prove my worth and serve Him with my life.ogg	SOR7	Sister Novitiate	Sororitas	line	I will prove my worth and serve him with my life.	I will prove my worth and serve him with my life.	I will prove my worth and serve Him with my life	0.000		0.000		exact		
VO_ADS_Sister Repentia- Only in penance shall my soul be cleansed.ogg	SOR_Sisters_Repentia	Sisters Repentia	Sororitas	line	Only in penance shall my soul be cleansed!	Only in penance shall my soul be cleansed.						case-punct-only		
VO_ADS_Sororitas Rhino - We march for the Emperor!.ogg	SOR70	Sororitas Rhino	Sororitas	line	We march for the Emperor!	We march for the Emperor!	We march for the Emperor!	0.000		0.000		exact		
VO_ADS_Triumph of Saint Katherine - Martyred Matriarch grant us thy protection.ogg	SOR_Triumph_of_Saint_Katherine	Triumph of Saint Katherine	Sororitas	line	Martyrd Matriarch, grant us thy protection.	Martyrd Matriarch, grant us thy protection!	Martyred Matriarch grant us thy protection	0.167		0.027		case-punct-only		
VO_ADS_Zephyrim - With wings of faith we soar to glory.ogg	SOR35	Zephyrim	Sororitas	line	With wings of faith, we soar to glory.	With wings of faith, we soar to glory.	With wings of faith we soar to glory	0.000		0.000		exact		
VO_ADS_Zephyrim Superior - Our blades will rain from the skies.ogg	SOR71	Zephyrim Superior	Sororitas	line	Our bleeds will rain from the skies!	Our blades will rain from the skies!	Our blades will rain from the skies	0.143		0.103		content-word		1
VO_AM_Aquilon Servo-Sentry_Scanning for hostiles.ogg	AM68	Aquilon Servo-Sentry	AstraMilitarum	line	All rights reserved.	.						content-word		1
VO_AM_Arcadian Leontus_attack.ogg	AM3	Lord Solar Leontus	AstraMilitarum	attack	RAH!	Ruff!						content-word		1
VO_AM_Arcadian Leontus_cantDo.ogg	AM3	Lord Solar Leontus	AstraMilitarum	cantdo	That is beyond our power.	That is beyond our power.						exact		
VO_AM_Arcadian Leontus_concede.ogg	AM3	Lord Solar Leontus	AstraMilitarum	concede	Fall back! Dawn shall rise brightest after the darkest night.	Fall back! Dawn shall rise brightest after the darkest night!						case-punct-only		
VO_AM_Arcadian Leontus_death.ogg	AM3	Lord Solar Leontus	AstraMilitarum	death	Aaaaaaargh!	AHHHHHHHHH!						content-word		1
VO_AM_Arcadian Leontus_gen1.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen1	Forward, Constantin! Let nothing slow us down!	Forward, Konstantin! Let nothing slow us down!						content-word		1
VO_AM_Arcadian Leontus_gen2.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen2	We are the Hammer of the Emperor!	We are the hammer of the Emperor!						case-punct-only		
VO_AM_Arcadian Leontus_gen3.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen3	Honor and Courage light our way!	Honour and courage light our way!						content-word		1
VO_AM_Arcadian Leontus_gen4.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen4	Fear souls, righteous gays.	Fear soul's righteous gaze.						content-word		1
VO_AM_Arcadian Leontus_gen5.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen5	Emperor, give me strength!	Emperor, give me strength!						exact		
VO_AM_Arcadian Leontus_gen6.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen6	The toll is steep, yet every sacrifice paves the path to victory.	The toll is steep, yet every sacrifice paves the path to victory.						exact		
VO_AM_Arcadian Leontus_gen7.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen7	Today, we etch our names in the stars.	Today, we etch our names in the stars.						exact		
VO_AM_Arcadian Leontus_greet.ogg	AM3	Lord Solar Leontus	AstraMilitarum	greet	Ours is the moment, march forward!	Ours is the moment! March forward!						case-punct-only		
VO_AM_Arcadian Leontus_hurry.ogg	AM3	Lord Solar Leontus	AstraMilitarum	hurry	Decisiveness is our weapon! Let us act swiftly!	"""Decisiveness is a weapon! Let us act swiftly!"""						content-word		1
VO_AM_Arcadian Leontus_intro.ogg	AM3	Lord Solar Leontus	AstraMilitarum	intro	Arise warriors of the Imperium, for the Emperor!	Arise, warriors of the Imperium! For the Emperor!						case-punct-only		
VO_AM_Arcadian Leontus_mirror.ogg	AM3	Lord Solar Leontus	AstraMilitarum	mirror	Onward! Fight so the dawn may rise anew!	Onward! Fight so the dawn may rise anew!						exact		
VO_AM_Arcadian Leontus_threat.ogg	AM3	Lord Solar Leontus	AstraMilitarum	threat	Tremble before the might of the AstraMilitarum!	Tremble before the might of the Astra Militarum!						content-word		1
VO_AM_Arcadian Leontus_vsAbaddon.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsabaddon	I defy you, despoiler!	I defy you, Despoiler!						case-punct-only		
VO_AM_Arcadian Leontus_vsGhazghkull.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsghazghkull	Your brutish hordes will fall to the discipline of the AstraMilitarum.	Your brutish hordes will fall to the discipline of the astro militarum.						content-word		1
VO_AM_Arcadian Leontus_vsHexscorn.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vshexscorn	We stand, steadfast against the darkness.	We stand steadfast against the darkness.						case-punct-only		
VO_AM_Arcadian Leontus_vsImotekh.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsimotekh	Your lifeless tyranny shall be shattered by the Emperor's light!	Your lifeless tyranny shall be shattered by the Emperor's light.						case-punct-only		
VO_AM_Arcadian Leontus_vsSaffa.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vssaffa	Fiend, your insidious rebellion shall be purged today.	Fiend, your insidious rebellion shall be purged today.						exact		
VO_AM_Arcadian Leontus_vsSwarmlord.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsswarmlord	Monstrosity! I shall send you back to the void from whence you came.	MONSTROSITY! I shall send you back to the void from whence you came!						case-punct-only		
VO_AM_Arcadian Leontus_vsTervigon.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vstervigon	Xenos Abomination. Your kind shall never defile holy terror.	Xenos Abomination! Your kind shall never defile holy terror!						case-punct-only		
VO_AM_Arcadian Leontus_wp.ogg	AM3	Lord Solar Leontus	AstraMilitarum	wp	Hmm, even the collegiate astrolux failed to foresee this.	Hmm, even the collegiate Astrolex failed to foresee this.						content-word		1
VO_AM_Armoured Sentinel - Nothing will stop our advance.ogg	AM26	Armoured Sentinel	AstraMilitarum	line	Nothing will stop our advance.	Nothing will stop her advance.	Nothing will stop our advance	0.000		0.000		content-word		1
VO_AM_Astropath - I see beyond sight.ogg	AM20	Astropath	AstraMilitarum	line	I see beyond sight.	I see beyond sight.	I see beyond sight	0.000		0.000		exact		
VO_AM_Attilan Rough Rider - Ride them down!.ogg	AM21	Attilan Rough Rider	AstraMilitarum	line	I'm down!	Write him down!	Ride them down!	0.667		0.500		content-word		1
VO_AM_Autocannon Squad - Heavy weapon teams, awaiting target.ogg	AM12	Autocannon Squad	AstraMilitarum	line	Heavyweapon teams are waiting target.	Heavy weapon teams awaiting target!	Heavy weapon teams, awaiting target	0.800		0.067		content-word		1
VO_AM_Baneblade Tank - All weapons, open fire!.ogg	AM43	Baneblade Tank	AstraMilitarum	line	All weapons, open fire!	All weapons open fire!	All weapons, open fire!	0.000		0.000		case-punct-only		
VO_AM_Basilisk - The earth shakes to the sound of our guns.ogg	AM37	Basilisk	AstraMilitarum	line	The earth shakes to the sound of our guns!	The Earth shakes to the sound of our guns!	The earth shakes to the sound of our guns					case-punct-only	stage-direction	
VO_AM_Bombast Field Gun - Target sighted Let there be fire!.ogg	AM27	Bombast Field Gun	AstraMilitarum	line	Target sighted! Let there be fire!	Target sighted! Let there be fire!	Target sighted Let there be fire!	0.000		0.000		exact		
VO_AM_Bullgryn Bone'ead - Get behind me!.ogg	AM28	Bullgryn Bone’ead	AstraMilitarum	line	Get behind me!	Get behind me!	Get behind me!	0.000		0.000		exact		
VO_AM_Cadian Castellan - Stand fast, not one step back.ogg	AM31	Cadian Castellan	AstraMilitarum	line	Stand fast! Not one step back!	STAND FAST! NOT ONE STEP BACK!	Stand fast, not one step back	0.000		0.000		case-punct-only		
VO_AM_Cadian Medic - Just a flesh-wound, I'll have you back on your feet.ogg	AM8	Cadian Medic	AstraMilitarum	line	Just a flesh wound. I'll have you back on your feet.	Just a flesh wound. I'll have you back on your feet.	Just a flesh-wound, I'll have you back on your feet	0.000		0.000		exact		
VO_AM_Cadian Standard Bearer - Cadia stands!.ogg	AM22	Cadian Standard Bearer	AstraMilitarum	line	Cadia stands!	Cadia Stans!	Cadia stands!	0.000		0.000		content-word		1
VO_AM_Chimera - Prepare for immediate deployment.ogg	AM32	Chimera	AstraMilitarum	line	Prepare for immediate deployment!	Prepare for immediate deployment!	Prepare for immediate deployment	0.000		0.000		exact		
VO_AM_Commissar - Do your duty, or die by my hand.ogg	AM23	Commissar	AstraMilitarum	line	Do your duty, or die by my hand!	Do your duty or die by my hand.	Do your duty, or die by my hand	0.000		0.000		case-punct-only		
VO_AM_Commissar Elan_Backup1.ogg	AM1	Commissar Elan	AstraMilitarum	backup1	The price of cowardice is death!	The price of cowardice is death!						exact		
VO_AM_Commissar Elan_attack.ogg	AM1	Commissar Elan	AstraMilitarum	attack	HUH!	HUAH!						content-word		1
VO_AM_Commissar Elan_cantDo.ogg	AM1	Commissar Elan	AstraMilitarum	cantdo	Such action is not allowed.	Such action is not allowed.						exact		
VO_AM_Commissar Elan_concede.ogg	AM1	Commissar Elan	AstraMilitarum	concede	An orderly retreat has been authorised.	An orderly retreat has been authorized.						content-word		1
VO_AM_Commissar Elan_death.ogg	AM1	Commissar Elan	AstraMilitarum	death	Aargh!	AHHHHH!						content-word		1
VO_AM_Commissar Elan_gen1.ogg	AM1	Commissar Elan	AstraMilitarum	gen1	I will never back down from the likes of you.	I will never back down from the likes of you.						exact		
VO_AM_Commissar Elan_gen2.ogg	AM1	Commissar Elan	AstraMilitarum	gen2	I do my duty without hesitation.	I do my duty without hesitation.						exact		
VO_AM_Commissar Elan_gen3.ogg	AM1	Commissar Elan	AstraMilitarum	gen3	We will be victorious this day!	We will be victorious this day!						exact		
VO_AM_Commissar Elan_gen4.ogg	AM1	Commissar Elan	AstraMilitarum	gen4	Retreat is not an option. We fight until the last man.	Retreat is not an option. We fight until the lost man.						content-word		1
