file	card_id	name	faction	ev	text	avg_logprob	no_speech_prob	duration_s	elapsed_s	gt_from_filename	retry_no_vad	repaired	clean_flag
VO_ADS_Retributor - May His hand guide my aim in the coming battle.ogg	SOR23	Retributor	Sororitas	line	May his hand guide my aim in the coming battle!	0.0	0.0	3.621	1.46	May His hand guide my aim in the coming battle	0		
VO_ADS_Sacred Rose Sister - No armor will save you from our holy wrath.ogg	SOR68	Sacred Rose Sister	Sororitas	line	No armor will save you from our holy wrath!	0.0	0.0	3.116	1.41	No armor will save you from our holy wrath	0		
VO_ADS_Saint Celestine - Believe in the Emperor of Mankind and you shall walk in His light.ogg	SOR38	Saint Celestine	Sororitas	line	Believe in the Emperor of Mankind, and you shall walk in his light!	0.0	0.0	4.657	1.49	Believe in the Emperor of Mankind and you shall walk in His light	0		
VO_ADS_Seraphim - Our fire will rain from the skies.ogg	SOR24	Seraphim	Sororitas	line	Our fire will reign from the skies!	0.0	0.0	3.261	1.38	Our fire will rain from the skies	0		
VO_ADS_Simulacrum Bearer - Let the light of the God-Emperor guide our righteous fury.ogg	SOR18	Simulacrum Bearer	Sororitas	line	Let the light of the God Emperor guide our righteous fury!	0.0	0.0	4.094	1.43	Let the light of the God-Emperor guide our righteous fury	0		
VO_ADS_Simulacrum Imperialis - Bow before His divine authority.ogg	SOR_Simulacrum_Imperialis	Simulacrum Imperialis	Sororitas	line	Number four is Divine Authority!	0.0	0.0	2.364	1.35	Bow before His divine authority	0		
VO_ADS_Sister Novitiate - I will prove my worth and serve Him with my life.ogg	SOR7	Sister Novitiate	Sororitas	line	I will prove my worth and serve him with my life.	0.0	0.0	4.175	1.44	I will prove my worth and serve Him with my life	0		
VO_ADS_Sister Repentia- Only in penance shall my soul be cleansed.ogg	SOR_Sisters_Repentia	Sisters Repentia	Sororitas	line	Only in penance shall my soul be cleansed!	0.0	0.0	3.151	1.42		0		
VO_ADS_Sororitas Rhino - We march for the Emperor!.ogg	SOR70	Sororitas Rhino	Sororitas	line	We march for the Emperor!	0.0	0.0	1.862	1.38	We march for the Emperor!	0		
VO_ADS_Triumph of Saint Katherine - Martyred Matriarch grant us thy protection.ogg	SOR_Triumph_of_Saint_Katherine	Triumph of Saint Katherine	Sororitas	line	Martyrd Matriarch, grant us thy protection.	0.0	0.0	3.624	1.41	Martyred Matriarch grant us thy protection	0		
VO_ADS_Zephyrim - With wings of faith we soar to glory.ogg	SOR35	Zephyrim	Sororitas	line	With wings of faith, we soar to glory.	0.0	0.0	4.274	1.46	With wings of faith we soar to glory	0		
VO_ADS_Zephyrim Superior - Our blades will rain from the skies.ogg	SOR71	Zephyrim Superior	Sororitas	line	Our bleeds will rain from the skies!	0.0	0.0	2.991	1.37	Our blades will rain from the skies	0		
VO_AM_Aquilon Servo-Sentry_Scanning for hostiles.ogg	AM68	Aquilon Servo-Sentry	AstraMilitarum	line	All rights reserved.	0.0	0.0	3.063	3.79		1		
VO_AM_Arcadian Leontus_attack.ogg	AM3	Lord Solar Leontus	AstraMilitarum	attack	RAH!	0.0	0.0	0.44	1.35		0		
VO_AM_Arcadian Leontus_cantDo.ogg	AM3	Lord Solar Leontus	AstraMilitarum	cantdo	That is beyond our power.	0.0	0.0	1.824	1.37		0		
VO_AM_Arcadian Leontus_concede.ogg	AM3	Lord Solar Leontus	AstraMilitarum	concede	Fall back! Dawn shall rise brightest after the darkest night.	0.0	0.0	4.764	1.46		0		
VO_AM_Arcadian Leontus_death.ogg	AM3	Lord Solar Leontus	AstraMilitarum	death	Aaaaaaargh!	0.0	0.0	1.621	4.07		1		
VO_AM_Arcadian Leontus_gen1.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen1	Forward, Constantin! Let nothing slow us down!	0.0	0.0	4.065	1.43		0		
VO_AM_Arcadian Leontus_gen2.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen2	We are the Hammer of the Emperor!	0.0	0.0	2.265	1.38		0		
VO_AM_Arcadian Leontus_gen3.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen3	Honor and Courage light our way!	0.0	0.0	2.959	1.38		0		
VO_AM_Arcadian Leontus_gen4.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen4	Fear souls, righteous gays.	0.0	0.0	2.535	1.36		0		
VO_AM_Arcadian Leontus_gen5.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen5	Emperor, give me strength!	0.0	0.0	3.125	1.37		0		
VO_AM_Arcadian Leontus_gen6.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen6	The toll is steep, yet every sacrifice paves the path to victory.	0.0	0.0	4.631	1.45		0		
VO_AM_Arcadian Leontus_gen7.ogg	AM3	Lord Solar Leontus	AstraMilitarum	gen7	Today, we etch our names in the stars.	0.0	0.0	3.792	1.38		0		
VO_AM_Arcadian Leontus_greet.ogg	AM3	Lord Solar Leontus	AstraMilitarum	greet	Ours is the moment, march forward!	0.0	0.0	3.374	1.45		0		
VO_AM_Arcadian Leontus_hurry.ogg	AM3	Lord Solar Leontus	AstraMilitarum	hurry	Decisiveness is our weapon! Let us act swiftly!	0.0	0.0	3.287	1.52		0		
VO_AM_Arcadian Leontus_intro.ogg	AM3	Lord Solar Leontus	AstraMilitarum	intro	Arise warriors of the Imperium, for the Emperor!	0.0	0.0	4.686	1.52		0		
VO_AM_Arcadian Leontus_mirror.ogg	AM3	Lord Solar Leontus	AstraMilitarum	mirror	Onward! Fight so the dawn may rise anew!	0.0	0.0	4.576	1.51		0		
VO_AM_Arcadian Leontus_threat.ogg	AM3	Lord Solar Leontus	AstraMilitarum	threat	Tremble before the might of the AstraMilitarum!	0.0	0.0	3.987	1.52		0		
VO_AM_Arcadian Leontus_vsAbaddon.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsabaddon	I defy you, despoiler!	0.0	0.0	3.026	1.4		0		
VO_AM_Arcadian Leontus_vsGhazghkull.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsghazghkull	Your brutish hordes will fall to the discipline of the AstraMilitarum.	0.0	0.0	4.317	1.46		0		
VO_AM_Arcadian Leontus_vsHexscorn.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vshexscorn	We stand, steadfast against the darkness.	0.0	0.0	3.479	1.33		0		
VO_AM_Arcadian Leontus_vsImotekh.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsimotekh	Your lifeless tyranny shall be shattered by the Emperor's light!	0.0	0.0	3.731	1.41		0		
VO_AM_Arcadian Leontus_vsSaffa.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vssaffa	Fiend, your insidious rebellion shall be purged today.	0.0	0.0	4.953	1.41		0		
VO_AM_Arcadian Leontus_vsSwarmlord.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsswarmlord	Monstrosity! I shall send you back to the void from whence you came.	0.0	0.0	5.545	1.49		0		
VO_AM_Arcadian Leontus_vsTervigon.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vstervigon	Xenos Abomination. Your kind shall never defile holy terror.	0.0	0.0	5.612	1.44		0		
VO_AM_Arcadian Leontus_wp.ogg	AM3	Lord Solar Leontus	AstraMilitarum	wp	Hmm, even the collegiate astrolux failed to foresee this.	0.0	0.0	4.431	1.45		0		
VO_AM_Armoured Sentinel - Nothing will stop our advance.ogg	AM26	Armoured Sentinel	AstraMilitarum	line	Nothing will stop our advance.	0.0	0.0	1.928	1.33	Nothing will stop our advance	0		
VO_AM_Astropath - I see beyond sight.ogg	AM20	Astropath	AstraMilitarum	line	I see beyond sight.	0.0	0.0	1.563	1.34	I see beyond sight	0		
VO_AM_Attilan Rough Rider - Ride them down!.ogg	AM21	Attilan Rough Rider	AstraMilitarum	line	I'm down!	0.0	0.0	0.977	1.31	Ride them down!	0		
VO_AM_Autocannon Squad - Heavy weapon teams, awaiting target.ogg	AM12	Autocannon Squad	AstraMilitarum	line	Heavyweapon teams are waiting target.	0.0	0.0	1.935	1.35	Heavy weapon teams, awaiting target	0		
VO_AM_Baneblade Tank - All weapons, open fire!.ogg	AM43	Baneblade Tank	AstraMilitarum	line	All weapons, open fire!	0.0	0.0	2.12	1.34	All weapons, open fire!	0		
VO_AM_Basilisk - The earth shakes to the sound of our guns.ogg	AM37	Basilisk	AstraMilitarum	line	The earth shakes to the sound of our guns!	0.0	0.0	2.918	1.37	The earth shakes to the sound of our guns	0		
VO_AM_Bombast Field Gun - Target sighted Let there be fire!.ogg	AM27	Bombast Field Gun	AstraMilitarum	line	Target sighted! Let there be fire!	0.0	0.0	2.257	1.36	Target sighted Let there be fire!	0		
VO_AM_Cadian Castellan - Stand fast, not one step back.ogg	AM31	Cadian Castellan	AstraMilitarum	line	Stand fast! Not one step back!	0.0	0.0	2.448	1.32	Stand fast, not one step back	0		
VO_AM_Cadian Medic - Just a flesh-wound, I'll have you back on your feet.ogg	AM8	Cadian Medic	AstraMilitarum	line	Just a flesh wound. I'll have you back on your feet.	0.0	0.0	2.306	1.48	Just a flesh-wound, I'll have you back on your feet	0		
VO_AM_Cadian Standard Bearer - Cadia stands!.ogg	AM22	Cadian Standard Bearer	AstraMilitarum	line	Cadia stands!	0.0	0.0	1.731	1.4	Cadia stands!	0		
VO_AM_Chimera - Prepare for immediate deployment.ogg	AM32	Chimera	AstraMilitarum	line	Prepare for immediate deployment!	0.0	0.0	1.578	1.38	Prepare for immediate deployment	0		
VO_AM_Commissar - Do your duty, or die by my hand.ogg	AM23	Commissar	AstraMilitarum	line	Do your duty, or die by my hand!	0.0	0.0	3.223	1.46	Do your duty, or die by my hand	0		
VO_AM_Commissar Elan_Backup1.ogg	AM1	Commissar Elan	AstraMilitarum	backup1	The price of cowardice is death!	0.0	0.0	3.093	1.48		0		
VO_AM_Commissar Elan_attack.ogg	AM1	Commissar Elan	AstraMilitarum	attack	HUH!	0.0	0.0	0.64	1.35		1		
VO_AM_Commissar Elan_cantDo.ogg	AM1	Commissar Elan	AstraMilitarum	cantdo	Such action is not allowed.	0.0	0.0	1.897	1.44		0		
VO_AM_Commissar Elan_concede.ogg	AM1	Commissar Elan	AstraMilitarum	concede	An orderly retreat has been authorised.	0.0	0.0	2.518	1.41		0		
VO_AM_Commissar Elan_death.ogg	AM1	Commissar Elan	AstraMilitarum	death	Aargh!	0.0	0.0	1.049	1.38		1		
VO_AM_Commissar Elan_gen1.ogg	AM1	Commissar Elan	AstraMilitarum	gen1	I will never back down from the likes of you.	0.0	0.0	2.608	1.38		0		
VO_AM_Commissar Elan_gen2.ogg	AM1	Commissar Elan	AstraMilitarum	gen2	I do my duty without hesitation.	0.0	0.0	3.632	1.37		0		
VO_AM_Commissar Elan_gen3.ogg	AM1	Commissar Elan	AstraMilitarum	gen3	We will be victorious this day!	0.0	0.0	2.643	1.33		0		
VO_AM_Commissar Elan_gen4.ogg	AM1	Commissar Elan	AstraMilitarum	gen4	Retreat is not an option. We fight until the last man.	0.0	0.0	4.524	1.43		0		
VO_AM_Commissar Elan_gen5.ogg	AM1	Commissar Elan	AstraMilitarum	gen5	Victory through courage or through fear, whatever is needed.	0.0	0.0	4.512	1.43		0		
VO_AM_Commissar Elan_gen6.ogg	AM1	Commissar Elan	AstraMilitarum	gen6	You cannot defeat the might of the AstraMilitarum.	0.0	0.0	3.586	1.4		0		
VO_AM_Commissar Elan_gen7.ogg	AM1	Commissar Elan	AstraMilitarum	gen7	Discipline is the lifeblood of the Guard, without it we are nothing.	0.0	0.0	4.596	1.49		0		
VO_AM_Commissar Elan_greet.ogg	AM1	Commissar Elan	AstraMilitarum	greet	Another battlefield, another victory to claim.	0.0	0.0	3.505	1.37		0		
VO_AM_Commissar Elan_hurry.ogg	AM1	Commissar Elan	AstraMilitarum	hurry	This is no time for indecision!	0.0	0.0	2.016	1.41		0		
VO_AM_Commissar Elan_intro.ogg	AM1	Commissar Elan	AstraMilitarum	intro	We march forward for the Imperium!	0.0	0.0	4.158	1.4		0		
VO_AM_Commissar Elan_mirror.ogg	AM1	Commissar Elan	AstraMilitarum	mirror	If you flee, you will die.	0.0	0.0	2.419	1.39		0		
VO_AM_Commissar Elan_threat.ogg	AM1	Commissar Elan	AstraMilitarum	threat	I will strike you down as an example for all!	0.0	0.0	3.969	1.39		0		
VO_AM_Commissar Elan_vsGhazghkull.ogg	AM1	Commissar Elan	AstraMilitarum	vsghazghkull	Yarek was an inspiration to us all.	0.0	0.0	2.831	1.48		0		
VO_AM_Commissar Elan_vsHaarken.ogg	AM1	Commissar Elan	AstraMilitarum	vshaarken	Stand and fight me.	0.0	0.0	2.091	1.41		0		
VO_AM_Commissar Elan_vsLeontus.ogg	AM1	Commissar Elan	AstraMilitarum	vsleontus	For the Emperor!	0.0	0.0	1.279	1.43		0		
VO_AM_Commissar Elan_vsMinka.ogg	AM1	Commissar Elan	AstraMilitarum	vsminka	Do not make me shoot you for cowardice!	0.0	0.0	2.393	1.49		0		
VO_AM_Commissar Elan_vsUrsula.ogg	AM1	Commissar Elan	AstraMilitarum	vsursula	My place is to ensure the discipline of your troops.	0.0	0.0	4.587	1.57		0		
VO_AM_Commissar Elan_wp.ogg	AM1	Commissar Elan	AstraMilitarum	wp	You fight well, better than I expected.	0.0	0.0	2.643	1.44		0		
VO_AM_Faeburn Vanquisher - Armed and ready!.ogg	AM7	Faeburn Vanquisher	AstraMilitarum	line	Farmed and ready!	0.0	0.0	1.592	1.36	Armed and ready!	0		
VO_AM_Flamer Trooper - Flamers to the front.ogg	AM13	Flamer Trooper	AstraMilitarum	line	Flamer's to the front!	0.0	0.0	1.49	1.41	Flamers to the front	0		
VO_AM_Hektor Thenmann_Backup1.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup1	His enemies shall fall by our steel!	0.0	0.0	3.728	1.5		0		
VO_AM_Hektor Thenmann_Backup2.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup2	You are but another target in my scope!	0.0	0.0	3.653	1.44		0		
VO_AM_Hektor Thenmann_Backup3.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup3	Our orders are clear, soldiers. Leave no survivors.	0.0	0.0	3.897	1.5		0		
VO_AM_Hektor Thenmann_Backup4.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup4	Only the dead hesitate.	0.0	0.0	1.905	1.41		0		
VO_AM_Hektor Thenmann_Backup5.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup5	Stay sharp! There is a limit to what medikits can do.	0.0	0.0	3.514	1.48		0		
VO_AM_Hektor Thenmann_Backup6.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup6	Remember your training, soldiers. Discipline begets triumph.	0.0	0.0	3.96	1.49		0		
VO_AM_Hektor Thenmann_attack.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	attack	UGH!	0.0	0.0	0.605	1.36		0		
VO_AM_Hektor Thenmann_cantDo.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	cantdo	This action is not authorized.	0.0	0.0	1.905	1.39		0		
VO_AM_Hektor Thenmann_concede.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	concede	The objective is compromised.  Regroup!	0.0	0.0	2.399	1.44		0		
VO_AM_Hektor Thenmann_death.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	death	Aargh!	0.0	0.0	1.238	1.44		1		
VO_AM_Hektor Thenmann_gen1.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen1	Even death can bring glory.	0.0	0.0	2.469	1.39		0		
VO_AM_Hektor Thenmann_gen2.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen2	Target eliminated. The mission continues.	0.0	0.0	2.857	1.42		0		
VO_AM_Hektor Thenmann_gen3.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen3	The scholar progenium has honed us into weapons.	0.0	0.0	3.946	1.52		0		
VO_AM_Hektor Thenmann_gen4.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen4	Stay sharp! There is a limit to what medikits can do.	0.0	0.0	3.514	1.49		0		
VO_AM_Hektor Thenmann_gen5.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen5	A sharp enemy can only be vanquished with a sharp blade.	0.0	0.0	3.879	1.47		0		
VO_AM_Hektor Thenmann_gen6.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen6	I do not deal in chances. Victory is the only aim.	0.0	0.0	4.079	1.52		0		
VO_AM_Hektor Thenmann_gen7.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen7	We are the Imperium's blade, lethal and unwavering!	0.0	0.0	4.802	1.51		0		
VO_AM_Hektor Thenmann_greet.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	greet	Target acquired, ready to move in.	0.0	0.0	2.155	1.44		0		
VO_AM_Hektor Thenmann_hurry.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	hurry	Hesitation brings only failure.	0.0	0.0	2.233	1.41		0		
VO_AM_Hektor Thenmann_intro.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	intro	Soldiers, may your deeds honor the Imperium!	0.0	0.0	3.27	1.51		0		
VO_AM_Hektor Thenmann_mirror.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	mirror	We only get one shot at this.	0.0	0.0	2.425	1.41		0		
VO_AM_Hektor Thenmann_threat.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	threat	A clean shot is the only mercy you will receive.	0.0	0.0	3.455	1.48		0		
VO_AM_Hektor Thenmann_vsDenkler.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	vsdenkler	A soldier who conquers fear is worth an army.	0.0	0.0	4.094	1.47		0		
VO_AM_Hektor Thenmann_vsLeontus-Ursula-SM.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	vsleontus-ursula-sm	This exercise is a privilege and we will prove worthy.	0.0	0.0	4.12	1.52		0		
VO_AM_Hektor Thenmann_vsOrks.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	vsorks	End this stubborn filth now!	0.0	0.0	2.646	1.41		0		
VO_AM_Hektor Thenmann_vsTau.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	vstau	I've seen the reports from Volker, Zeno's.  Your fate is sealed.	0.0	0.0	5.917	1.66		0		
VO_AM_Hektor Thenmann_vsTau_v2.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	line	I've seen the reports from Volkus, Xenos. Your fate is sealed.	0.0	0.0	5.452	1.59		0		
VO_AM_Hektor Thenmann_wp.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	wp	The foe is more resilient than anticipated.	0.0	0.0	3.426	1.46		0		
VO_AM_Hydra - Blast them out of the skies!.ogg	AM33	Hydra	AstraMilitarum	line	Blast them out of the sky!	0.0	0.0	2.006	1.4	Blast them out of the skies!	0		
VO_AM_Karskin - Hotshot rifles primed Kill-shots authorised.ogg	AM14	Kasrkin	AstraMilitarum	line	HOT SHOT RIFLES PRIMED. KILL SHOTS AUTHORIZED.	0.0	0.0	3.801	1.72	Hotshot rifles primed Kill-shots authorised	0		
VO_AM_Leman Russ Tank - The battlefield trembles under our treads.ogg	AM38	Leman Russ	AstraMilitarum	line	The battlefield trembles under our dreads.	0.0	0.0	3.102	1.58	The battlefield trembles under our treads	0		
VO_AM_Leman Russ Vanquisher - A single shell is all it takes.ogg	AM40	Leman Russ Vanquisher	AstraMilitarum	line	A single show is all it takes.	0.0	0.0	3.23	1.6	A single shell is all it takes	0		
VO_AM_Maelon Dhrost - Duty demands sacrifice.ogg	AM41	Maelon Dhrost	AstraMilitarum	line	Duty Demands Sacrifice	0.0	0.0	2.199	1.54	Duty demands sacrifice	0		
VO_AM_Manticore - Missiles primed and ready!.ogg	AM34	Manticore	AstraMilitarum	line	Missiles primed and ready!	0.0	0.0	2.114	1.51	Missiles primed and ready!	0		
VO_AM_Master of Ordnance - Let's make the cannons sing Fire!.ogg	AM15	Master of Ordnance	AstraMilitarum	line	Let's make the cannon sing!  FIRE!	0.0	0.0	2.892	1.49	Let's make the cannons sing Fire!	0		
VO_AM_Medic Scion - No soul left behind.ogg	AM71	Medic Scion	AstraMilitarum	line	No soul left behind.	0.0	0.0	1.772	1.47	No soul left behind	0		
VO_AM_Medic Scion -On your feet! If you can breathe you can fight.ogg	AM71	Medic Scion	AstraMilitarum	line	On your feet, if you can breathe, you can fight.	0.0	0.0	2.953	1.48		0		
VO_AM_Minka Lesk - For Cadia!.ogg	AM16	Minka Lesk	AstraMilitarum	line	Fuck Katia!	0.0	0.0	1.215	1.92	For Cadia!	0		
VO_AM_Nork Deddog - Behind me, Sir Nork's got dis!.ogg	AM35	Nork Deddog	AstraMilitarum	line	Come on mate sir, Nork's got this.	0.0	0.0	3.499	1.49	Behind me, Sir Nork's got dis!	0		
VO_AM_Ogryn - Yes, sir!.ogg	AM18	Ogryn	AstraMilitarum	line	Yes, sir!	0.0	0.0	0.91	1.42	Yes, sir!	0		
VO_AM_Primaris Psyker - I channel the Emperor’s fury!.ogg	AM29	Primaris Psyker	AstraMilitarum	line	I channel the Emperor's Fury.	0.0	0.0	2.384	1.44	I channel the Emperor’s fury!	0		
VO_AM_Ratling - One shot should do it.ogg	AM9	Ratling	AstraMilitarum	line	One shot should do it.	0.0	0.0	2.605	1.44	One shot should do it	0		
VO_AM_Rogal Dorn Tank - We are the Emperor's fire and fury!.ogg	AM42	Rogal Dorn Tank	AstraMilitarum	line	Come on in for a spark and fueling!	0.0	0.0	2.546	4.84	We are the Emperor's fire and fury!	0		
VO_AM_Scout Sentinel - Scout patrol to command I have eyes on the enemy.ogg	AM24	Scout Sentinel	AstraMilitarum	line	Scout Patrol to command. I have eyes on the enemy.	0.0	0.0	3.322	1.49	Scout patrol to command I have eyes on the enemy	0		
VO_AM_Shock Trooper - Reporting for duty!.ogg	AM10	Shock Trooper	AstraMilitarum	line	Reporting for duty.	0.0	0.0	1.453	1.36	Reporting for duty!	0		
VO_AM_Shock Trooper Sgt - For Cadia, we hold the line here!.ogg	AM19	Shock Trooper Sgt	AstraMilitarum	line	For Acadia, we hold the line here.	0.0	0.0	3.067	1.54	For Cadia, we hold the line here!	0		
VO_AM_Taurox - Armored transport, moving in!.ogg	AM30	Taurox	AstraMilitarum	line	I'm a transport movin' in.	0.0	0.0	1.83	1.46	Armored transport, moving in!	0		
VO_AM_Taurox Prime - Reserves are ready for deployment.ogg	AM74	Taurox Prime	AstraMilitarum	line	Reserves are ready for deployment.	0.0	0.0	1.734	1.45	Reserves are ready for deployment	0		
VO_AM_Tech-Priest Enginseer - Blessed is the Omnissiah's work.ogg	AM25	Tech-Priest Enginseer	AstraMilitarum	line	Blessed is the On Messiah's work.	0.0	0.0	2.863	1.44		0		
VO_AM_Tempestus Aquilon - Descending into position!.ogg	AM72	Tempestus Aquilon	AstraMilitarum	line	Descending into position.	0.0	0.0	1.464	1.5	Descending into position!	0		
VO_AM_Tempestus Scion - Contact confirmed Engaging.ogg	AM69	Tempestus Scion	AstraMilitarum	line	Contact confirmed. Engaging.	0.0	0.0	2.698	1.45	Contact confirmed Engaging	0		
VO_AM_Tempestus Sergeant - No mercy Bring them down!.ogg	AM72	Tempestus Aquilon	AstraMilitarum	line	No mercy! Bring them down!	0.0	0.0	2.228	1.43	No mercy Bring them down!	0		
VO_AM_Ursula Creed_attack.ogg	AM5	Ursula Creed	AstraMilitarum	attack	WAH!	0.0	0.0	0.646	1.48		1		
VO_AM_Ursula Creed_cantDo.ogg	AM5	Ursula Creed	AstraMilitarum	cantdo	I can't do that.	0.0	0.0	1.293	1.44		0		
VO_AM_Ursula Creed_concede.ogg	AM5	Ursula Creed	AstraMilitarum	concede	Fall back and regroup!	0.0	0.0	1.639	1.45		0		
VO_AM_Ursula Creed_death.ogg	AM5	Ursula Creed	AstraMilitarum	death	UGH!	0.0	0.0	2.134	7.67		1		
VO_AM_Ursula Creed_gen1.ogg	AM5	Ursula Creed	AstraMilitarum	gen1	I will carry on my father's legacy.	0.0	0.0	2.605	1.52		0		
VO_AM_Ursula Creed_gen2.ogg	AM5	Ursula Creed	AstraMilitarum	gen2	We will defend the Imperium to out-dying breath!	0.0	0.0	3.54	1.64		0		
VO_AM_Ursula Creed_gen3.ogg	AM5	Ursula Creed	AstraMilitarum	gen3	Cadia is no more, but we will stand!	0.0	0.0	3.511	1.64		0		
VO_AM_Ursula Creed_gen4.ogg	AM5	Ursula Creed	AstraMilitarum	gen4	The AstraMilitarum will never break!	0.0	0.0	3.235	1.59		0		
