file	card_id	name	faction	ev	text	elapsed_s	gt_from_filename	clean_flag
VO_AM_Arcadian Leontus_threat.ogg	AM3	Lord Solar Leontus	AstraMilitarum	threat	Tremble before the might of the Astra Militarum!	9.03		
VO_AM_Arcadian Leontus_vsAbaddon.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsabaddon	I defy you, Despoiler!	8.65		
VO_AM_Arcadian Leontus_vsGhazghkull.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsghazghkull	Your brutish hordes will fall to the discipline of the astro militarum.	8.85		
VO_AM_Arcadian Leontus_vsHexscorn.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vshexscorn	We stand steadfast against the darkness.	8.69		
VO_AM_Arcadian Leontus_vsImotekh.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsimotekh	Your lifeless tyranny shall be shattered by the Emperor's light.	9.01		
VO_AM_Arcadian Leontus_vsSaffa.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vssaffa	Fiend, your insidious rebellion shall be purged today.	8.93		
VO_AM_Arcadian Leontus_vsSwarmlord.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vsswarmlord	MONSTROSITY! I shall send you back to the void from whence you came!	9.0		
VO_AM_Arcadian Leontus_vsTervigon.ogg	AM3	Lord Solar Leontus	AstraMilitarum	vstervigon	Xenos Abomination! Your kind shall never defile holy terror!	9.5		
VO_AM_Arcadian Leontus_wp.ogg	AM3	Lord Solar Leontus	AstraMilitarum	wp	Hmm, even the collegiate Astrolex failed to foresee this.	9.09		
VO_AM_Armoured Sentinel - Nothing will stop our advance.ogg	AM26	Armoured Sentinel	AstraMilitarum	line	Nothing will stop her advance.	9.27	Nothing will stop our advance	
VO_AM_Astropath - I see beyond sight.ogg	AM20	Astropath	AstraMilitarum	line	I see beyond sight.	10.58	I see beyond sight	
VO_AM_Attilan Rough Rider - Ride them down!.ogg	AM21	Attilan Rough Rider	AstraMilitarum	line	Write him down!	9.72	Ride them down!	
VO_AM_Autocannon Squad - Heavy weapon teams, awaiting target.ogg	AM12	Autocannon Squad	AstraMilitarum	line	Heavy weapon teams awaiting target!	9.81	Heavy weapon teams, awaiting target	
VO_AM_Baneblade Tank - All weapons, open fire!.ogg	AM43	Baneblade Tank	AstraMilitarum	line	All weapons open fire!	10.08	All weapons, open fire!	
VO_AM_Basilisk - The earth shakes to the sound of our guns.ogg	AM37	Basilisk	AstraMilitarum	line	The Earth shakes to the sound of our guns!	10.15	The earth shakes to the sound of our guns	
VO_AM_Bombast Field Gun - Target sighted Let there be fire!.ogg	AM27	Bombast Field Gun	AstraMilitarum	line	Target sighted! Let there be fire!	9.54	Target sighted Let there be fire!	
VO_AM_Cadian Castellan - Stand fast, not one step back.ogg	AM31	Cadian Castellan	AstraMilitarum	line	STAND FAST! NOT ONE STEP BACK!	9.3	Stand fast, not one step back	
VO_AM_Cadian Medic - Just a flesh-wound, I'll have you back on your feet.ogg	AM8	Cadian Medic	AstraMilitarum	line	Just a flesh wound. I'll have you back on your feet.	10.28	Just a flesh-wound, I'll have you back on your feet	
VO_AM_Cadian Standard Bearer - Cadia stands!.ogg	AM22	Cadian Standard Bearer	AstraMilitarum	line	Cadia Stans!	9.47	Cadia stands!	
VO_AM_Chimera - Prepare for immediate deployment.ogg	AM32	Chimera	AstraMilitarum	line	Prepare for immediate deployment!	9.63	Prepare for immediate deployment	
VO_AM_Commissar - Do your duty, or die by my hand.ogg	AM23	Commissar	AstraMilitarum	line	Do your duty or die by my hand.	9.33	Do your duty, or die by my hand	
VO_AM_Commissar Elan_Backup1.ogg	AM1	Commissar Elan	AstraMilitarum	backup1	The price of cowardice is death!	8.89		
VO_AM_Commissar Elan_attack.ogg	AM1	Commissar Elan	AstraMilitarum	attack	HUAH!	8.83		
VO_AM_Commissar Elan_cantDo.ogg	AM1	Commissar Elan	AstraMilitarum	cantdo	Such action is not allowed.	8.82		
VO_AM_Commissar Elan_concede.ogg	AM1	Commissar Elan	AstraMilitarum	concede	An orderly retreat has been authorized.	9.88		
VO_AM_Commissar Elan_death.ogg	AM1	Commissar Elan	AstraMilitarum	death	AHHHHH!	8.55		
VO_AM_Commissar Elan_gen1.ogg	AM1	Commissar Elan	AstraMilitarum	gen1	I will never back down from the likes of you.	8.43		
VO_AM_Commissar Elan_gen2.ogg	AM1	Commissar Elan	AstraMilitarum	gen2	I do my duty without hesitation.	8.34		
VO_AM_Commissar Elan_gen3.ogg	AM1	Commissar Elan	AstraMilitarum	gen3	We will be victorious this day!	8.72		
VO_AM_Commissar Elan_gen4.ogg	AM1	Commissar Elan	AstraMilitarum	gen4	Retreat is not an option. We fight until the lost man.	8.56		
VO_AM_Commissar Elan_gen5.ogg	AM1	Commissar Elan	AstraMilitarum	gen5	Victory through courage or through fear. Whatever is needed.	8.49		
VO_AM_Commissar Elan_gen6.ogg	AM1	Commissar Elan	AstraMilitarum	gen6	You cannot defeat the might of the Astra Militarum.	8.29		
VO_AM_Commissar Elan_gen7.ogg	AM1	Commissar Elan	AstraMilitarum	gen7	Discipline is the lifeblood of the guard. Without it, we are nothing.	9.36		
VO_AM_Commissar Elan_greet.ogg	AM1	Commissar Elan	AstraMilitarum	greet	Another battlefield, another victory to claim.	9.25		
VO_AM_Commissar Elan_hurry.ogg	AM1	Commissar Elan	AstraMilitarum	hurry	This is no time for indecision.	9.18		
VO_AM_Commissar Elan_intro.ogg	AM1	Commissar Elan	AstraMilitarum	intro	We march forward for the Imperium!	9.27		
VO_AM_Commissar Elan_mirror.ogg	AM1	Commissar Elan	AstraMilitarum	mirror	If you flee, you will die.	9.13		
VO_AM_Commissar Elan_threat.ogg	AM1	Commissar Elan	AstraMilitarum	threat	I will strike you down as an example for all!	8.86		
VO_AM_Commissar Elan_vsGhazghkull.ogg	AM1	Commissar Elan	AstraMilitarum	vsghazghkull	Yarrick was an inspiration to us all.	9.0		
VO_AM_Commissar Elan_vsHaarken.ogg	AM1	Commissar Elan	AstraMilitarum	vshaarken	Stand and fight me!	8.72		
VO_AM_Commissar Elan_vsLeontus.ogg	AM1	Commissar Elan	AstraMilitarum	vsleontus	For the Emperor!	8.92		
VO_AM_Commissar Elan_vsMinka.ogg	AM1	Commissar Elan	AstraMilitarum	vsminka	Do not make me shoot you for cowardice!	9.51		
VO_AM_Commissar Elan_vsUrsula.ogg	AM1	Commissar Elan	AstraMilitarum	vsursula	My place is to ensure the discipline of your troops.	9.53		
VO_AM_Commissar Elan_wp.ogg	AM1	Commissar Elan	AstraMilitarum	wp	You fight well. Better than I expected.	8.78		
VO_AM_Faeburn Vanquisher - Armed and ready!.ogg	AM7	Faeburn Vanquisher	AstraMilitarum	line	Armed and ready!	8.8	Armed and ready!	
VO_AM_Flamer Trooper - Flamers to the front.ogg	AM13	Flamer Trooper	AstraMilitarum	line	Flame us to the front!	8.81	Flamers to the front	
VO_AM_Hektor Thenmann_Backup1.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup1	His enemies shall fall by our steel!	8.54		
VO_AM_Hektor Thenmann_Backup2.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup2	You are but another target in my scope.	8.23		
VO_AM_Hektor Thenmann_Backup3.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup3	Our orders are clear, soldiers. Leave no survivors.	8.16		
VO_AM_Hektor Thenmann_Backup4.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup4	Only the dead hesitate.	8.08		
VO_AM_Hektor Thenmann_Backup5.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup5	Stay sharp! There is a limit to what medikits can do.	8.27		
VO_AM_Hektor Thenmann_Backup6.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	backup6	Remember your training, soldiers. Discipline begets triumph.	8.15		
VO_AM_Hektor Thenmann_attack.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	attack	*Gurgling*	8.16		
VO_AM_Hektor Thenmann_cantDo.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	cantdo	This action is not authorised.	8.18		
VO_AM_Hektor Thenmann_concede.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	concede	The objective is compromised. Regroup!	8.11		
VO_AM_Hektor Thenmann_death.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	death	Awww!	8.24		
VO_AM_Hektor Thenmann_gen1.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen1	Even death can bring glory.	8.05		
VO_AM_Hektor Thenmann_gen2.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen2	Target eliminated. The mission continues.	8.18		
VO_AM_Hektor Thenmann_gen3.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen3	The Scholar Progenium has honed us into weapons.	8.14		
VO_AM_Hektor Thenmann_gen4.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen4	Stay sharp! There is a limit to what medikits can do.	8.23		
VO_AM_Hektor Thenmann_gen5.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen5	A sharp enemy can only be vanquished with a sharp blade.	8.23		
VO_AM_Hektor Thenmann_gen6.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen6	I do not deal in chances. Victory is the only aim.	8.16		
VO_AM_Hektor Thenmann_gen7.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	gen7	We are the Imperium's blade, lethal and unwavering!	8.28		
VO_AM_Hektor Thenmann_greet.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	greet	Target acquired. Ready to move in.	8.19		
VO_AM_Hektor Thenmann_hurry.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	hurry	Hesitation brings only failure.	8.13		
VO_AM_Hektor Thenmann_intro.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	intro	Soldiers, may your deeds honor the Imperium!	8.12		
VO_AM_Hektor Thenmann_mirror.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	mirror	We only get one shot at this!	8.13		
VO_AM_Hektor Thenmann_threat.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	threat	A clean shot is the only mercy you will receive.	8.15		
VO_AM_Hektor Thenmann_vsDenkler.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	vsdenkler	A soldier who conquers fear is worth an army.	7.88		
VO_AM_Hektor Thenmann_vsLeontus-Ursula-SM.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	vsleontus-ursula-sm	This exercise is a privilege, and we will prove worthy.	8.26		
VO_AM_Hektor Thenmann_vsOrks.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	vsorks	End this stubborn filth now!	8.26		
VO_AM_Hektor Thenmann_vsTau.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	vstau	I've seen the reports from Vulcas, Zenos. Your fate is sealed.	8.68		
VO_AM_Hektor Thenmann_vsTau_v2.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	line	I've seen the reports from Volcus, Xenos. Your fate is sealed.	8.26		
VO_AM_Hektor Thenmann_wp.ogg	AM_Hektor_Thenmann	Hektor Thenmann	AstraMilitarum	wp	The foe is more resilient than anticipated.	7.85		
VO_AM_Hydra - Blast them out of the skies!.ogg	AM33	Hydra	AstraMilitarum	line	Blast them out of the skies!	8.05	Blast them out of the skies!	
VO_AM_Karskin - Hotshot rifles primed Kill-shots authorised.ogg	AM14	Kasrkin	AstraMilitarum	line	Hotshot rifles primed. Kill shots authorized.	9.03	Hotshot rifles primed Kill-shots authorised	
VO_AM_Leman Russ Tank - The battlefield trembles under our treads.ogg	AM38	Leman Russ	AstraMilitarum	line	The battlefield trembles under our treads.	8.65	The battlefield trembles under our treads	
VO_AM_Leman Russ Vanquisher - A single shell is all it takes.ogg	AM40	Leman Russ Vanquisher	AstraMilitarum	line	A single show is all it takes.	10.38	A single shell is all it takes	
VO_AM_Maelon Dhrost - Duty demands sacrifice.ogg	AM41	Maelon Dhrost	AstraMilitarum	line	Duty demands sacrifice.	10.17	Duty demands sacrifice	
VO_AM_Manticore - Missiles primed and ready!.ogg	AM34	Manticore	AstraMilitarum	line	Missiles primed and ready!	11.25	Missiles primed and ready!	
VO_AM_Master of Ordnance - Let's make the cannons sing Fire!.ogg	AM15	Master of Ordnance	AstraMilitarum	line	Let's make the cannon sing! Fire!	10.45	Let's make the cannons sing Fire!	
VO_AM_Medic Scion - No soul left behind.ogg	AM71	Medic Scion	AstraMilitarum	line	No soul left behind.	9.1	No soul left behind	
VO_AM_Medic Scion -On your feet! If you can breathe you can fight.ogg	AM71	Medic Scion	AstraMilitarum	line	On your feet. If you can breathe, you can fight.	10.88		
VO_AM_Minka Lesk - For Cadia!.ogg	AM16	Minka Lesk	AstraMilitarum	line	Forcadia!	9.2	For Cadia!	
VO_AM_Nork Deddog - Behind me, Sir Nork's got dis!.ogg	AM35	Nork Deddog	AstraMilitarum	line	BEYOND ME, SIR! NOK'S GOT THIS!	8.18	Behind me, Sir Nork's got dis!	
VO_AM_Ogryn - Yes, sir!.ogg	AM18	Ogryn	AstraMilitarum	line	Yes, sir!	7.85	Yes, sir!	
VO_AM_Primaris Psyker - I channel the Emperor’s fury!.ogg	AM29	Primaris Psyker	AstraMilitarum	line	I channel the Emperor's fury.	7.89	I channel the Emperor’s fury!	
VO_AM_Ratling - One shot should do it.ogg	AM9	Ratling	AstraMilitarum	line	One shot should do it.	7.83	One shot should do it	
VO_AM_Rogal Dorn Tank - We are the Emperor's fire and fury!.ogg	AM42	Rogal Dorn Tank	AstraMilitarum	line	We are the Emperor of Fire and Fury!	7.66	We are the Emperor's fire and fury!	
VO_AM_Scout Sentinel - Scout patrol to command I have eyes on the enemy.ogg	AM24	Scout Sentinel	AstraMilitarum	line	Scout patrol to command! I have eyes on the enemy!	7.66	Scout patrol to command I have eyes on the enemy	
VO_AM_Shock Trooper - Reporting for duty!.ogg	AM10	Shock Trooper	AstraMilitarum	line	Reporting for duty.	7.59	Reporting for duty!	
VO_AM_Shock Trooper Sgt - For Cadia, we hold the line here!.ogg	AM19	Shock Trooper Sgt	AstraMilitarum	line	For Acadia, we hold the line here!	7.63	For Cadia, we hold the line here!	
VO_AM_Taurox - Armored transport, moving in!.ogg	AM30	Taurox	AstraMilitarum	line	Arm and transport moving in	7.65	Armored transport, moving in!	
VO_AM_Taurox Prime - Reserves are ready for deployment.ogg	AM74	Taurox Prime	AstraMilitarum	line	Reserves are ready for deployment.	7.7	Reserves are ready for deployment	
VO_AM_Tech-Priest Enginseer - Blessed is the Omnissiah's work.ogg	AM25	Tech-Priest Enginseer	AstraMilitarum	line	Blessed is the Omnisire's work.	8.24		
VO_AM_Tempestus Aquilon - Descending into position!.ogg	AM72	Tempestus Aquilon	AstraMilitarum	line	Descending into position.	8.19	Descending into position!	
VO_AM_Tempestus Scion - Contact confirmed Engaging.ogg	AM69	Tempestus Scion	AstraMilitarum	line	Contact confirmed. Engaging.	8.03	Contact confirmed Engaging	
VO_AM_Tempestus Sergeant - No mercy Bring them down!.ogg	AM72	Tempestus Aquilon	AstraMilitarum	line	No mercy. Bring them down!	7.67	No mercy Bring them down!	
VO_AM_Ursula Creed_attack.ogg	AM5	Ursula Creed	AstraMilitarum	attack	HUAH!	7.81		
VO_AM_Ursula Creed_cantDo.ogg	AM5	Ursula Creed	AstraMilitarum	cantdo	I can't do that.	7.71		
VO_AM_Ursula Creed_concede.ogg	AM5	Ursula Creed	AstraMilitarum	concede	Fall back and regroup!	7.96		
VO_AM_Ursula Creed_death.ogg	AM5	Ursula Creed	AstraMilitarum	death	*Groans*	8.24		
VO_AM_Ursula Creed_gen1.ogg	AM5	Ursula Creed	AstraMilitarum	gen1	I will carry on my father's legacy.	8.1		
VO_AM_Ursula Creed_gen2.ogg	AM5	Ursula Creed	AstraMilitarum	gen2	We will defend the Imperium to our dying breath!	8.13		
VO_AM_Ursula Creed_gen3.ogg	AM5	Ursula Creed	AstraMilitarum	gen3	Cadia is no more, but we will stand!	8.36		
VO_AM_Ursula Creed_gen4.ogg	AM5	Ursula Creed	AstraMilitarum	gen4	The Astra Militarum will never break!	8.21		
VO_AM_Ursula Creed_gen5.ogg	AM5	Ursula Creed	AstraMilitarum	gen5	Let me teach you a lesson about strategy.	8.25		
VO_AM_Ursula Creed_gen6.ogg	AM5	Ursula Creed	AstraMilitarum	gen6	Only a coward hides at the back of the lines.	8.03		
VO_AM_Ursula Creed_gen7.ogg	AM5	Ursula Creed	AstraMilitarum	gen7	Face forward and never look back!	8.4		
VO_AM_Ursula Creed_greet.ogg	AM5	Ursula Creed	AstraMilitarum	greet	I have seen you and judged you. Face my wrath!	8.05		
VO_AM_Ursula Creed_hurry.ogg	AM5	Ursula Creed	AstraMilitarum	hurry	Stop wasting time!	7.89		
VO_AM_Ursula Creed_intro.ogg	AM5	Ursula Creed	AstraMilitarum	intro	With fury in our hearts, we will never falter.	8.0		
VO_AM_Ursula Creed_mirror.ogg	AM5	Ursula Creed	AstraMilitarum	mirror	While we stand KDSans!	8.09		
VO_AM_Ursula Creed_threat.ogg	AM5	Ursula Creed	AstraMilitarum	threat	The hammer of the Emperor shall be your doom.	8.26		
VO_AM_Ursula Creed_vsAbaddon.ogg	AM5	Ursula Creed	AstraMilitarum	vsabaddon	You may be the arch fiend, but I am retribution.	8.43		
VO_AM_Ursula Creed_vsCommissar.ogg	AM5	Ursula Creed	AstraMilitarum	vscommissar	Know your place, Commissar!	8.54		
VO_AM_Ursula Creed_vsLeontus.ogg	AM5	Ursula Creed	AstraMilitarum	vsleontus	For Kadia!	8.06		
VO_AM_Ursula Creed_vsTyranids.ogg	AM5	Ursula Creed	AstraMilitarum	vstyranids	Don't allow these beasts to foothold!	8.07		
VO_AM_Ursula Creed_vsUM.ogg	AM5	Ursula Creed	AstraMilitarum	vsum	You should be focusing on the real enemy.	8.11		
VO_AM_Ursula Creed_wp.ogg	AM5	Ursula Creed	AstraMilitarum	wp	Tactics win battles, but faith wins wars.	7.88		
VO_AM_Valkyrie - Prepare for rapid insertion!.ogg	AM39	Valkyrie	AstraMilitarum	line	Prepare for rapid insertion!	7.91	Prepare for rapid insertion!	
VO_AM_Vitus Gryf - Fight to the last breath!.ogg	AM73	Vitus Gryf	AstraMilitarum	line	Fight to the last breath!	7.98	Fight to the last breath!	
VO_AM_Vitus Gryf - Your death is our duty.ogg	AM73	Vitus Gryf	AstraMilitarum	line	Your death is our duty.	8.03	Your death is our duty	
VO_AM_Vox Operator - New orders in from command.ogg	AM11	Vox Operator	AstraMilitarum	line	New orders in from command!	7.98	New orders in from command	
VO_BL_Accursed Helbrute - Aaaargh Kill KILL.ogg	BL74	Accursed Helbrute	BlackLegion	line	AHHHHH! KILL! KILL!	7.91	Aaaargh Kill KILL	
VO_BL_Aspiring Champion - Embrace the power of Chaos.ogg	BL25	Aspiring Champion	BlackLegion	line	Embrace the power of chaos!	7.91	Embrace the power of Chaos	
VO_BL_Black Legionary - Death to the False Emperor.ogg	BL11	Black Legionary	BlackLegion	line	Death to the False Emperor!	7.88	Death to the False Emperor	
VO_BL_Bringer of Decay - Wither and die.ogg	BL31	Bringer of decay	BlackLegion	line	Wither and die.	8.29	Wither and die	
VO_BL_Chaos Legionary - I serve the Dark Gods.ogg	BL12	Chaos Legionary	BlackLegion	line	I soothe the dark gods.	8.41	I serve the Dark Gods	
VO_BL_Chaos Lord - I take what is mine.ogg	BL45	Chaos Lord	BlackLegion	line	I take what is mine.	8.34	I take what is mine	
VO_BL_Chaos Sergeant - Cruelty is strength.ogg	BL56	Gifts of Chaos	BlackLegion	line	Cruelty is strength.	8.0	Cruelty is strength	
VO_BL_Chaos Spawn - bestial snarling.ogg	BL56	Gifts of Chaos	BlackLegion	line	*thud*	7.99	bestial snarling	
VO_BL_Chaos Terminator - I am unstoppable.ogg	BL37	Chaos Terminator	BlackLegion	line	I am unstoppable!	7.66	I am unstoppable	
VO_BL_Child of Torment - My obsession cannot be sated.ogg	BL38	Child of Torment	BlackLegion	line	My obsession cannot be sated.	7.77	My obsession cannot be sated	
VO_BL_Chosen - Follow me to victory.ogg	BL26	Chosen	BlackLegion	line	Follow me to victory!	7.62	Follow me to victory	
VO_BL_Chosen Champion - The crusade cannot be stopped.ogg	BL39	Chosen Champion	BlackLegion	line	The crusade cannot be stopped.	7.62	The crusade cannot be stopped	
VO_BL_Daemon Blade Legionary - Your armour cannot save you.ogg	BL27	Daemon Blade Legionary	BlackLegion	line	Your armor cannot save you!	8.17	Your armour cannot save you	
VO_BL_Dark Apostle - Dark Gods bestow your gift upon me.ogg	BL40	Dark Apostle	BlackLegion	line	Dark gods, bestow your gift upon me!	7.84	Dark Gods bestow your gift upon me	
VO_BL_Dark Disciple - The Dark Powers demand sacrifice.ogg	BL10	Dark Disciple	BlackLegion	line	The Dark Powers demand sacrifice!	8.22	The Dark Powers demand sacrifice	
VO_BL_Ghallaron's Champion - Surrender to Ghallaron and your death will be quick.ogg	BL_Ghallaron_s_Champion	Ghallaron's Champion	BlackLegion	line	Surrender to Galarion, and your death will be quick.	8.06	Surrender to Ghallaron and your death will be quick	
VO_BL_Ghallaron's Disciple - Praise Ghallaron beloved in the eyes of the gods.ogg	BL_Ghallaron_s_Disciple	Ghallaron's Disciple	BlackLegion	line	Praise Galeron, beloved in the eyes of the gods!	8.0	Praise Ghallaron beloved in the eyes of the gods	
