keys,type,zh_CN
Armour 2. Cruelty: Deploy a random Emperor's Children Infantry that costs 3 or less.,~,护甲 2。残忍：部署一个费用 3 或以下的随机帝皇之子步兵。
Armour 2. Gain Blast 6 and Camouflage. Talent: Wrath of Khaine.,~,护甲 2。获得爆裂 6 和伪装。天赋：凯恩之怒。
"Armour 2. Slay: Gain +1 Attack, +1 Armour and +1 Health.",~,护甲 2。斩杀：获得 +1 攻击、+1 装甲和 +1 生命。
Armour 2. Teleport: Deal 3 damage to all enemies and give +2 to all friendly units.,~,护甲 2。传送：对所有敌人造成 3 点伤害，并给予所有我方单位 +2 攻击。
Armour 2. Teleport: Gain Vanguard and attack by itself,~,护甲 2。传送：获得先锋并自行攻击
Armour 2. Teleport: Give +3 Attack and Invulnerable to your units this turn. Agenda: Heal 4 to a friendly unit and gain +1 Energy.,~,护甲 2。传送：本回合给予你的单位 +3 攻击与无敌。议程：为一个我方单位治疗 4 点并获得 +1 能量。
Armour 2. Vanguard,~,护甲 2。先锋。
Armour 2. Vanguard. Talent: Follower of Gork,~,护甲 2。先锋。天赋：高克的追随者。
"Armour 2. When a friendly troop receives a Dark Pact, deal 1-2 damage to a random enemy",~,护甲 2。当我方部队获得黑暗契约时，对随机一个敌人造成 1-2 点伤害
"Armour 2. When a friendly unit prays, give it Armour 1. Pray: Deal damage to an enemy equal to your Faith",~,护甲 2。当友方单位祈祷时，给予它护甲 1。祈祷：对 1 个敌人造成等同于你信仰值的伤害
Armour 3. Talent: Particle Whip. Artifice: Deploy a Necron Warrior.,~,装甲 3。天赋：粒子鞭。巧技：部署一个死灵战士。
Armour. Blast,~,护甲。爆裂
Armoured Exoskeleton,~,装甲外骨骼
Armoured Lightning,~,装甲闪电
Armoured Offensive,~,装甲攻势
Armoured Sentinel,~,装甲哨兵
Armoured Squadron,~,装甲中队
Armoured Support,~,装甲支援
Armoury of Excess,~,纵欲军械库
Artifice: Deal 3 damage to a random enemy,~,巧技：对一个随机敌人造成 3 点伤害。
Artifice: Deal 3 damage to the enemy with lowest Health.,~,巧技：对生命值最低的敌人造成 3 点伤害。
Artifice: Deploy a Canoptek Scarab,~,巧技：部署一个冥府圣甲虫。
Artifice: Reanimate a random friendly Remnant,~,巧技：复生一个随机友方残骸。
Artillery Strike,~,炮火打击
Asmodai,~,阿斯莫代
Aspect Shrine,~,支派圣殿
Aspiring Champion,~,野心冠军
Assault Centurion,~,突击百夫长
Assault Doctrine,~,突击教义
Assault Intercessor,~,突击仲裁者
Assault Terminator,~,突击终结者
Asteroid Zone,~,小行星区
Astropath,~,星语者
At All Costs,~,不惜一切
"At the end of each turn, deal 1 damage to a random enemy",~,在每个回合结束时，对一个随机敌人造成 1 点伤害。
"At the end of your turn, create a Neophyte Initiate in your opponent's hand",~,你的回合结束时，在对手手牌中生成一张新教徒新兵。
"At the end of your turn, create a Zealot Legionary in your hand. Talent: Bitter Blows",~,你的回合结束时，将一张狂热者军团战士置入手牌。天赋：苦涩之击
"At the end of your turn, create a random Combat Elixir in your hand",~,你的回合结束时，在你的手牌中生成一张随机战斗药剂。
"At the end of your turn, deal 1-2 damage to a random enemy for each friendly troop in play",~,你的回合结束时，为你场上的每个友方部队，对一个随机敌人造成 1-2 点伤害。
"At the end of your turn, deal 3 damage to a random enemy for each friendly Vehicle in play.",~,在你的回合结束时，每有一个在场友方载具，对一个随机敌人造成 3 点伤害。
"At the end of your turn, deploy a Spore Mine",~,你的回合结束时，部署 1 个孢子雷
"At the end of your turn, give +1 Attack to all Beasts in your hand",~,你的回合结束时，给予你手牌中的所有野兽 +1 攻击。
"At the end of your turn, give Stealth to an adjacent troop",~,你的回合结束时，给予 1 个相邻部队潜行
"At the end of your turn, if any friendly unit is Praying, deploy a Sacred Rose Sister",~,在你的回合结束时，若有友方单位正在祈祷，部署 1 个圣玫瑰修女
"At the end of your turn, reanimate a random friendly Remnant. Talent: Reanimate",~,在你的回合结束时，复生一个随机友方残骸。天赋：复生。
"At the end of your turn, your troops take 1 damage",~,你的回合结束时，你的部队受到 1 点伤害。
At the start of each turn attack a random non Flying enemy,~,每个回合开始时，攻击一个随机的非飞行敌人。
"At the start of your turn, create a Genestealer in your hand.",~,你的回合开始时，在你的手牌创建 1 个基因窃取者
"At the start of your turn, deal 2 damage to a random enemy",~,你的回合开始时，对 1 个随机敌人造成 2 点伤害
"At the start of your turn, deal 2 damage to all enemies",~,你的回合开始时，对所有敌人造成 2 点伤害
"At the start of your turn, destroy this unit and deal 3 damage to a random enemy",~,你的回合开始时，摧毁本单位并对 1 个随机敌人造成 3 点伤害
Atalan Jackal,~,阿塔兰胡狼
Atalan Leader,~,阿塔兰队长
Atalan Wolfquad,~,阿塔兰狼式摩托
Attack Bike,~,攻击摩托
Attack Squig,~,突袭猪
"Attack a non-Flying enemy troop. If it has a Hunt Mark, gain +1 [armor].",~,攻击 1 个非飞行敌方部队。若其带猎杀标记，获得 +1 装甲。
Attacks a random enemy with lowest Health,~,攻击生命值最低的随机敌人。
Attilan Rough Rider,~,阿提拉莽骑兵
Augmented Ferocity,~,强化狂暴
Aun'Va,~,昂瓦
Aunshi Ethereal,~,昂希以太
Aural Hijack,~,听觉劫持
Autarch,~,总督
Author of the Codex,~,典籍作者
Autocannon Squad,~,自动炮小队
Avatar of Khaine,~,凯恩化身
Avenging Zeal,~,复仇热忱
Awakened Dynasty,~,觉醒王朝
Awakened Obelisk,~,觉醒方尖碑
Awakening Obelisk,~,苏醒方尖碑
Azrael,~,阿兹瑞尔
Backlash: Create a Resurrection Orb in your hand,~,反噬：在你的手牌中生成一张复活宝珠。
Backlash: Deal 1-2 damage to all enemies,~,反噬：对所有敌人造成 1-2 点伤害。
Backlash: Deploy a Bomb Squig,~,反噬：部署一个炸弹猪。
Backstab,~,背刺
Baneblade Tank,~,毒刃战车
Banner Nob,~,旗手老大
Banshee Mask,~,女妖面具
Barbgaunt,~,倒刺根
Basilisk,~,巴西利斯克
Battle Sister,~,战斗修女
Battle Sister Gunner,~,战斗修女枪手
Battlefield Supremacy,~,战场霸权
Battlewagon,~,战斗马车
Beacon of Faith,~,信仰灯塔
Beast Snagga Boy,~,猎兽小子
Beast Snagga Nob,~,猎兽老大
Beastboss Morgrim,~,野兽头目莫格里姆
Beastboss on Squigosaur,~,猪龙野兽头目
Beautiful Death,~,美丽死亡
Belial,~,贝利亚
Benefictus,~,受福者
Bestial Rage,~,兽性狂怒
Big Choppa Nob,~,大砍刀老大
Big Krumpaz,~,暴揍打手
Big Shoota Boy,~,大枪小子
Biophagus,~,噬生者
Biovore,~,孢子兽
Birth of a Saga,~,传奇的诞生
Bitter Blows,~,苦涩之击
Bjorn the Fell-Handed,~,比约恩·凶爪
Bjorn's Shrine,~,比约恩的神龛
Black Crusade,~,黑色远征
Black Knight,~,黑骑士
Black Legionary,~,黑色军团战士
Blackmane Aggressor,~,黑鬃突击者
Blackmane Inceptor,~,黑鬃疾袭者
Blackmane Reiver,~,黑鬃掠夺者
Blackout,~,黑幕
Blacksword Missiles,~,黑剑导弹
Blade of Faith,~,信仰之刃
Bladeguard Ancient,~,剑卫老兵
Bladeguard Lieutenant,~,剑卫中尉
Bladeguard Sergeant,~,剑卫军士
Bladeguard Veteran,~,剑卫老兵
Bladestorm,~,剑刃风暴
Blast 1. Duty: Deal 2-3 damage to all enemies,~,爆破 1。职责：对所有敌人造成 2-3 点伤害。
"Blast 2. After receiving a Dark Pact, deal 3 damage to a random enemy",~,爆裂 2。获得一个黑暗契约后，对随机一个敌人造成 3 点伤害
Blast 2. Duty: Deal 2-4 damage to all enemies,~,爆破 2。职责：对所有敌人造成 2-4 点伤害。
Blast 2. Mob: Create a Slugga Boy in your hand,~,爆裂 2。群体：在你的手牌中生成一个斯鲁格小子。
Blast 4. Rally: Deal 8 damage to an enemy troop.,~,爆裂 4。集结：对 1 个敌方部队造成 8 点伤害。
Blastmaster Noise Marine,~,爆鸣者噪声战士
Blazing Biomass,~,炽燃生物质
Blind a random enemy,~,使 1 个随机敌人失明。
Blind a random enemy. Repeat this effect for each friendly Vehicle,~,使一个随机敌人失明。每有一个友方载具，重复此效果。
"Blind all enemies, and they lose Stealth and Camouflage",~,使所有敌人失明，并使其失去潜行和伪装。
Blind two random enemies,~,使 2 个随机敌人失明
Blissbringer,~,极乐使者
Blood Claw,~,血爪
Blood Claw Pack Leader,~,血爪兽群首领
Bomb Squig,~,炸弹猪
Bombast Field Gun,~,邦巴斯特野战炮
Boomdakka Snazzwagon,~,爆轰炫车
Bore Through,~,钻透
Born Soldier,~,天生士兵
Boss Nob,~,头目老大
Boss Zagstruk,~,头目扎格斯特鲁克
Bounding Leap,~,腾跃
Breacher Fire Warrior,~,突破者火氏战士
Breacher ShasUi,~,突破者火氏士
Bright Lance Vyper,~,亮枪蝰蛇
Bringer of decay,~,腐朽使者
Broadside Battlesuit,~,宽面甲
Brood Progenitor,~,巢群繁育者
Brood Prophet,~,教派先知
Broodlord,~,繁育领主
Brutalis Dreadnought,~,蛮横无畏机甲
Bullgryn Bone’ead,~,布尔格伦骨脑
Burgeoning Empire,~,昌盛帝国
Burna Boy,~,喷火小子
Cadia Stands,~,卡迪亚屹立
Cadian Castellan,~,卡迪亚守备官
Cadian Honour,~,卡迪亚荣誉
Cadian Medic,~,卡迪亚医疗兵
Cadian Standard Bearer,~,卡迪亚旗手
Cadre Fireblade,~,火刃干部
"Camouflage. Duty: Deal 2 damage to an enemy. If it is a troop, Stun it",~,伪装。职责：对一个敌人造成 2 点伤害。若其为部队，使其眩晕。
Camouflage. Rally: Deal 1 damage to an enemy,~,伪装。集结：对 1 个敌人造成 1 点伤害。
Camouflage. Sniper,~,伪装。狙击
"Camouflage. When a friendly troop triggers Ferocity, deal 1 damage to a random enemy troop.",~,伪装。当 1 个友方部队触发狂暴时，对 1 个随机敌方部队造成 1 点伤害。
"Camouflage. When an enemy dies, give +1 [attack] to your units",~,伪装。有敌人死亡时，给予你的单位 +1 [attack]
"Camouflage. When you create a Sabotage, deal 2 damage to a random enemy.",~,伪装。当你生成一张破坏卡时，对一个随机敌人造成 2 点伤害。
Can't Attack. Takes 1 damage at the start of your turn. Ambush: Deal 2-3 damage to all enemies,~,无法攻击。你的回合开始时受到 1 点伤害。伏击：对所有敌人造成 2-3 点伤害。
Canis Helix,~,卡尼斯螺旋
Canoness,~,教长
Canoptek Plasmacyte,~,冥府质体
Canoptek Reanimator,~,冥府复生者
Canoptek Scarab,~,冥府圣甲虫
Canoptek Spyder,~,冥府蜘蛛
Canoptek Wraith,~,冥府幽灵
Captain,~,队长
Captain Sicarius,~,西卡里乌斯队长
Carnifex,~,屠夫兽
Carnival of Excess,~,纵欲狂欢
Castigator,~,惩戒者
Catechism of Death,~,死亡教义
Celestian,~,天界修女
Celestian Sacresant,~,天界修女圣卫
Celestian Sacresant Aveline,~,天界修女圣卫·阿芙琳
Celestian Superior,~,天界修女长
Chairon,~,凯隆
Champions of Humanity,~,人类冠军
Chaos Land Raider,~,混沌兰德袭击者
Chaos Legionary,~,混沌军团战士
Chaos Lord,~,混沌领主
Chaos Rhino,~,混沌犀牛
Chaos Sergeant,~,混沌军士
Chaos Spawn,~,混沌卵
Chaos Terminator,~,混沌终结者
Chaplain,~,牧师
Chaplain Cassius,~,牧师卡西乌斯
Chaplain Gabutheron,~,加布瑟隆牧师
Chaplain Letharius,~,牧师莱塔里乌斯
Chapter Champion,~,战团冠军
Chapter Council,~,战团议会
Child of Torment,~,折磨之子
Chimera,~,奇美拉
Choose a 2-cost Leviathan troop and deploy it,~,选择 1 个 2 费利维坦部队并将其部署
Choose a Black Legion troop and put it in your hand. It costs 1 less.,~,选择一张黑色军团部队牌置入手牌。其费用减少 1。
Choose a Combat Elixir and create it in your hand,~,选择一张战斗药剂并在你的手牌中生成它。
"Choose a Dark Angels Secret and add it to your deck. If you control a Vehicle, draw a card",~,选择一张暗黑天使隐秘牌加入你的卡组。若你控制一个载具，抽 1 张牌
Choose a Genomic Enhancement and put it in your hand,~,选择一张基因增强并加入你的手牌。
Choose a Sabotage and add it to the enemy hand,~,选择一张破坏卡并加入对手手牌。
Choose a Sabotage card and add it to your opponent's hand,~,选择一张破坏卡并加入对手手牌。
Choose a Sabotage card and add it to your opponent's hand. Draw a card,~,选择一张破坏卡并加入对手手牌。抽一张牌。
Choose a Saim-Hann Infantry and put it in your hand,~,选择 1 个赛姆-汉步兵并将其置入手牌
Choose a Sautekh Stratagem and put it in your hand,~,选择一张索泰克战术牌并置入手牌。
Choose a Stratagem from your deck and draw it,~,从你的牌库中选择一个战术并抽取它。
"Choose a card from your deck and draw it. If it's a troop, give it Stealth",~,选择你牌库中的一张牌并抽取。若其为部队，给予它潜行。
Choose a card from your deck and put it at the top of your deck,~,从你的卡组中选择一张卡，置于你的卡组顶部。
Choose a card from your deck and put it at the top of your deck. It costs 1 less,~,从你的卡组选择一张牌置于卡组顶部。其费用减少 1
Choose a card from your deck and put it at the top of your deck. Supreme Grand Master,~,从你的卡组选择一张牌置于卡组顶部。至高大师
Choose a card in the enemy hand and shuffle it into their deck,~,选择敌方手牌中的 1 张牌并将其洗入其牌库
"Choose a card in your opponent's hand. When played, gain 3.",~,选择对手手牌中的一张牌。当其被打出时，获得 3 点任务。
Choose a friendly Infantry that died this game and return it to your deck. Draw a card,~,选择 1 个本场战斗中死亡的友方步兵，将其返回你的牌库。抽 1 张卡。
Choose a friendly troop that died since your last turn and deploy it,~,选择 1 个自你的上个回合以来死亡的友方部队并部署它
Choose a friendly troop that died since your last turn and deploy it. Lower its Health to 1,~,选择一张自你的上个回合以来死亡的友方部队并部署它。将其生命降至 1。
Choose a friendly troop that died this battle and deploy it,~,选择一张本场战斗中死亡的友方部队并部署它。
Choose a friendly troop that died this game and put it in your hand,~,选择一张本场战斗中阵亡的友方部队牌，置入手牌。
Choose a non-Legendary Dark Angels card and add it your hand. Gain 1.,~,选择一张非传说暗黑天使卡加入你的手牌。获得 1 点任务。
Choose a non-Legendary Genestealer Cults troop and add it to your hand,~,选择一张非传说基因窃取者教派部队并加入你的手牌。
Choose a non-Legendary Ultramarines card and create two copies in your hand,~,选择 1 张非传说极限战士卡，在手牌中生成 2 张复制。
Choose a troop from your deck and draw it. Heal 6 to your Warlord,~,从你的牌库选择 1 个部队并抽取。为你的督军治疗 6 点。
Choose a troop from your deck and draw it. Lower its cost by 1,~,选择你牌库中的一张部队并抽取，其费用 -1。
Choose a troop from your deck and draw it. [1] It costs 2 less,~,从你的牌库中选择 1 张部队牌并抽到它。①其费用 -2
Choose a troop from your deck and put it at the top of your deck,~,从你的卡组选择一张部队牌置于卡组顶部
Choose a troop from your deck. Draw it and create a copy of it in your hand,~,从你的卡组中选择一张部队牌。抽取它，并在你的手牌中生成其复制。
Choose a troop in your deck. Draw it and lower its cost by 3,~,选择你牌库中的 1 张部队牌。抽取它并使其费用 -3
Choose a troop in your hand. Lower its cost by 1,~,选择你手牌中的一张部队牌。其费用减少 1 点。
