效果名	分组	判定	亮度比中位	|ln|	置信度	峰值亮点	原版有内容时段	导出有内容时段	寿命差异	单帧旧判定	单帧L1	技术构成	人工备注
Invoke Minion Card Fade Legendary	Z	对得上	1.00	0.000	高	4073	0.15–2.00s	0.15–2.00s		对得上	0.0154	精灵图 2发射器	
Invoke Minion Hits Ground Legendary	Z	对得上	0.78	0.250	高	1051	0.15–1.00s	0.15–1.00s		偏亮	0.0159	Mesh粒子 精灵图 多发射器(15)	
InvulnerableEffect	Z	对得上	0.80	0.223	高	623	0.15–3.00s	0.15–3.00s		对得上	0.0011	精灵图 5发射器 Sprite	
InvulnerableEffectDark	Z	对得上	0.87	0.143	高	584	0.15–3.00s	0.15–3.00s		对得上	0.0005	精灵图 6发射器 Sprite	
InvulnerableEffectSW	Z	对得上	0.78	0.254	高	626	0.15–3.00s	0.15–3.00s		对得上	0.0008	精灵图 5发射器 Sprite	
Jammed Communications damage	Z	对得上	0.98	0.025	高	861	0.15–1.00s	0.15–1.00s		偏亮	0.0002	精灵图 多发射器(8) 抓屏扭曲	
Kroot_Summon_quick	Z	对得上	1.00	0.005	高	667	0.15–1.00s	0.15–1.00s		对得上	0.0001	精灵图 5发射器	
LongRange_GainTrait	Z	对得上	0.86	0.155	高	1155	0.15–1.50s	0.15–2.00s	导出多播到 2.00s	对得上	0.0005	精灵图 6发射器	
MarkOfSlaanesh_enchantment	Z	对得上	1.00	0.000	高	588	0.50–3.00s	0.50–3.00s		对得上	0.0015	精灵图 3发射器	
MarkerlightExpire	Z	对得上	1.30	0.259	高	793	0.15–1.50s	0.15–1.50s		对得上	0.0012	精灵图 7发射器	
MarkerlightProcEffect	Z	对得上	1.02	0.025	高	2049	0.15–2.00s	0.15–2.00s		对得上	0.0044	精灵图 多发射器(17) Sprite	
MarkerlightTriggerDamage	Z	对得上	1.37	0.311	高	2599	0.15–1.50s	0.15–1.50s		对得上	0.0019	精灵图 多发射器(14) Sprite	
Necrons death explosion	Z	对得上	1.02	0.017	高	958	0.15–3.00s	0.15–3.00s		对得上	0.0007	精灵图 7发射器 拖尾	
Ork Environmental Condition Dust	Z	对得上	1.00	0.001	高	1310	0.15–3.00s	0.15–3.00s		对得上	0.0004	精灵图 4发射器	
OrkBuffGreenWaaagh	Z	对得上	1.33	0.283	高	1410	0.15–1.00s	0.15–1.00s		对得上	0.0004	Mesh粒子 精灵图 多发射器(10) Sprite	
OrkBuff_Recall	Z	对得上	1.30	0.262	高	1155	0.15–1.00s	0.15–1.00s		对得上	0.0000	精灵图 多发射器(8)	
OrkBuff_Snakebitez_2	Z	对得上	1.27	0.241	高	615	0.15–1.00s	0.15–1.00s		对得上	0.0002	精灵图 多发射器(10)	
OrkBuff_Snakebitez_2_Intense	Z	对得上	1.29	0.255	高	723	0.15–1.00s	0.15–1.00s		对得上	0.0009	精灵图 多发射器(10) 抓屏扭曲	
Ork_Target	Z	对得上	1.11	0.101	高	871	0.15–1.00s	0.15–1.00s		只有原版有	0.0001	Mesh粒子 精灵图 7发射器 Sprite	
PathOfTheSeer	Z	对得上	1.06	0.063	高	1153	0.15–2.00s	0.15–2.00s		对得上	0.0000	精灵图 7发射器	
PathOfTheSeerGreen	Z	对得上	1.06	0.062	高	1143	0.15–2.00s	0.15–2.00s		对得上	0.0000	精灵图 7发射器	
PathOfTheSeerRed	Z	对得上	1.06	0.061	高	1142	0.15–2.00s	0.15–2.00s		对得上	0.0000	精灵图 7发射器	
PathOfTheSeer_BG-effect	Z	对得上	1.06	0.063	高	1153	0.15–2.00s	0.15–2.00s		对得上	0.0000	精灵图 7发射器	
PathOfTheWarrior_Projectile	Z	对得上	1.00	0.003	高	3354	0.15–2.00s	0.15–2.00s		对得上	0.0013	Mesh粒子 精灵图 多发射器(10)	
PenitenceEffect	Z	对得上	0.99	0.009	高	920	0.30–1.50s	0.30–1.50s		偏亮	0.0022	精灵图 多发射器(8) Sprite	
Plasmancer_Damage	Z	对得上	1.14	0.134	高	4451	0.15–1.50s	0.15–1.50s		对得上	0.0030	精灵图 6发射器 拖尾	
Pray_Idle	Z	对得上	1.19	0.174	高	530	0.15–3.00s	0.15–3.00s		对得上	0.0028	精灵图 5发射器	
Psychic_Lightning_blast_chaos	Z	对得上	1.31	0.274	高	3238	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 6发射器	
Psychomancer_Stun	Z	对得上	1.01	0.015	高	3436	0.15–2.00s	0.15–2.00s		对得上	0.0193	Mesh粒子 精灵图 6发射器 拖尾	
Quest UI Gain	Z	对得上	1.00	0.001	高	1463	0.15–1.00s	0.15–1.00s		对得上	0.0005	精灵图 多发射器(9)	
Quest UI Trigger	Z	对得上	1.00	0.000	高	2738	0.15–1.00s	0.15–1.00s		对得上	0.0005	精灵图 6发射器	
Rapacious_Hunger	Z	对得上	0.96	0.040	高	2560	0.15–0.50s	0.15–0.50s		两边都空	0.0000	Mesh粒子 精灵图 7发射器 抓屏扭曲	
Recall_Generic	Z	对得上	1.00	0.001	高	643	0.75–0.75s	0.75–0.75s		两边都空	0.0000	精灵图 7发射器	
Recon Enemy Hand	Z	对得上	1.10	0.096	高	1012	0.15–1.50s	0.15–2.00s	导出多播到 2.00s	对得上	0.0015	精灵图 6发射器	
Recon Enemy Hand Purple	Z	对得上	1.01	0.005	高	1442	0.15–1.50s	0.15–1.50s		对得上	0.0027	精灵图 6发射器	
Recon Hit	Z	对得上	1.01	0.008	高	1533	0.15–1.00s	0.15–1.00s		对得上	0.0004	精灵图 7发射器 Sprite	
Recon Hit Purple	Z	对得上	1.01	0.012	高	1577	0.15–1.00s	0.15–1.00s		对得上	0.0004	精灵图 7发射器 Sprite	
RelentlessEffect	Z	对得上	0.77	0.261	高	759	0.15–1.50s	0.15–0.75s	导出提前 1.50s 结束	只有原版有	0.0007	精灵图 3发射器 Sprite	
RemnantBody3D Necrons	Z	对得上	0.97	0.026	高	552	0.15–3.00s	0.15–3.00s		对得上	0.0022	Mesh粒子 精灵图 多发射器(16) Sprite	
RocketTrail	Z	对得上	0.90	0.104	高	1353	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 多发射器(13)	
SW_Axe_Buff	Z	对得上	1.11	0.107	高	1148	0.15–1.00s	0.75–1.00s		对得上	0.0010	Mesh粒子 精灵图 多发射器(9)	
SW_Tornado	Z	对得上	1.05	0.046	高	2423	0.15–3.00s	0.15–3.00s		对得上	0.0021	Mesh粒子 精灵图 多发射器(8)	
Sau_IndomitableWill	Z	对得上	1.11	0.107	高	2093	0.15–2.00s	0.15–2.00s		对得上	0.0001	Mesh粒子 精灵图 6发射器	
Sau_LordOfTheStorm	Z	对得上	1.30	0.265	高	513	0.15–1.00s	0.15–1.00s		对得上	0.0001	精灵图 多发射器(13)	
Sau_MethodicalDestruction	Z	对得上	1.01	0.010	高	557	1.50–2.00s	1.50–3.00s	导出多播到 3.00s	对得上	0.0001	Mesh粒子 精灵图 多发射器(16) Matcap/抓屏扭曲	
Sau_ResurrectionOrb	Z	对得上	0.99	0.009	高	1303	3.00–3.00s	3.00–3.00s		对得上	0.0001	Mesh粒子 精灵图 多发射器(19) 抓屏扭曲/拖尾	
Sau_SolarPulse	Z	对得上	1.31	0.273	高	2125	1.50–3.00s	1.50–3.00s		对得上	0.0000	精灵图 多发射器(8)	
Scarab Explosion	Z	对得上	1.01	0.008	高	941	0.15–1.50s	0.15–1.50s		对得上	0.0002	精灵图 多发射器(12) 拖尾	
Scream_purple_Quick	Z	对得上	0.79	0.234	高	2840	0.15–1.00s	0.15–0.75s	导出提前 1.00s 结束	只有原版有	0.0088	精灵图 2发射器 抓屏扭曲	
Screen_Gold	Z	对得上	0.73	0.318	高	3527	0.15–2.00s	0.15–2.00s		对得上	0.0092	Mesh粒子 精灵图 3发射器	
Screen_Red	Z	对得上	1.05	0.048	高	1212	0.15–1.50s	0.15–1.50s		对得上	0.0006	Mesh粒子 精灵图 4发射器	
Screen_Top_Green	Z	对得上	1.00	0.000	高	2906	0.15–1.50s	0.15–1.50s		对得上	0.0000	Mesh粒子 精灵图 2发射器	
Sentry_Effect	Z	对得上	1.03	0.032	高	524	0.15–0.75s	0.15–0.75s		对得上	0.0001	Mesh粒子 精灵图 多发射器(12)	
ShieldTraitEffect_Idle	Z	对得上	1.01	0.006	高	645	0.15–2.00s	0.15–2.00s		对得上	0.0013	精灵图 多发射器(13)	
ShieldTraitEffect_Idle Emperor's Children Variant	Z	对得上	1.06	0.056	高	1081	0.15–3.00s	0.15–3.00s		对得上	0.0019	精灵图 多发射器(15)	
ShieldTraitEffect_Idle Necron Variant	Z	对得上	1.22	0.196	高	695	0.15–3.00s	0.15–3.00s		对得上	0.0013	精灵图 多发射器(13)	
ShieldTraitEffect_Idle Sororitas Variant	Z	对得上	1.17	0.155	高	1108	0.15–3.00s	0.15–3.00s		对得上	0.0020	精灵图 多发射器(15)	
ShieldTraitEffect_Idle TAU Variant	Z	对得上	1.23	0.203	高	670	0.15–3.00s	0.15–3.00s		对得上	0.0014	精灵图 多发射器(13)	
ShurikenEffect	Z	对得上	1.03	0.034	高	3426	0.15–1.50s	0.15–1.50s		对得上	0.0066	Mesh粒子 精灵图 5发射器 Sprite	
Smoke_Board	Z	对得上	1.00	0.004	高	1255	0.75–3.00s	0.75–3.00s		对得上	0.0006	精灵图 4发射器	
Sniper Target	Z	对得上	1.21	0.191	高	3933	0.15–1.00s	0.15–1.00s		两边都空	0.0000	精灵图 3发射器	
Sororitas Saint Custom summon	Z	对得上	0.94	0.067	高	1032	0.15–1.50s	0.15–1.50s		对得上	0.0017	精灵图 多发射器(8)	
Sororitas Summon Basic	Z	对得上	0.80	0.218	高	884	0.15–1.50s	0.15–1.50s		对得上	0.0005	精灵图 5发射器	
Sororitas Summon Resurrect	Z	对得上	0.78	0.244	高	1119	0.75–2.00s	0.75–2.00s		对得上	0.0018	精灵图 多发射器(13)	
Spore Mine Explosion	Z	对得上	1.00	0.000	高	1091	0.15–3.00s	0.15–3.00s		对得上	0.0014	精灵图 多发射器(15) 抓屏扭曲	
StealthEffect	Z	对得上	1.04	0.042	高	3923	0.30–3.00s	0.15–3.00s		对得上	0.0027	精灵图 4发射器	
Stealth_Proc	Z	对得上	1.00	0.000	高	1954	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 5发射器 Sprite	
StompEffect	Z	对得上	1.01	0.008	高	1561	0.30–1.50s	0.30–1.50s		对得上	0.0042	Mesh粒子 精灵图 多发射器(10) Sprite/抓屏扭曲	
StrikeEffect	Z	对得上	0.81	0.210	高	1231	0.15–1.50s	0.15–1.50s		对得上	0.0015	精灵图 6发射器	
Sword_Slash_DA_Heavy	Z	对得上	0.86	0.156	高	1760	0.30–0.75s	0.30–0.75s		偏亮	0.0001	Mesh粒子 精灵图 多发射器(11) 抓屏扭曲	
Sword_Slash_EC_User	Z	对得上	1.04	0.040	高	757	0.15–0.50s	0.15–0.50s		两边都空	0.0000	Mesh粒子 精灵图 7发射器 Sprite/抓屏扭曲	
Sword_Slash_EC_User 3x	Z	对得上	1.04	0.036	高	775	0.15–0.50s	0.15–0.50s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(13) Sprite/抓屏扭曲	
Sword_Slash_EC_User 7x	Z	对得上	1.04	0.039	高	662	0.15–2.00s	0.15–2.00s		对得上	0.0002	Mesh粒子 精灵图 多发射器(27) Sprite/抓屏扭曲	
Sword_Slash_EC_User Inverted	Z	对得上	1.04	0.042	高	755	0.15–0.50s	0.15–0.50s		两边都空	0.0000	Mesh粒子 精灵图 7发射器 Sprite/抓屏扭曲	
Sword_Slash_Simple	Z	对得上	1.10	0.096	高	2557	0.15–0.75s	0.15–0.75s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(8) 抓屏扭曲	
Tap Fire Eldar	Z	对得上	1.28	0.247	高	982	0.15–1.50s	0.15–1.50s		对得上	0.0027	精灵图 4发射器	
Tap Firepit	Z	对得上	1.01	0.006	高	1651	0.15–1.00s	0.15–1.00s		对得上	0.0030	精灵图 4发射器	
Tap Floor Grille	Z	对得上	1.00	0.004	高	745	0.15–1.00s	0.15–1.00s		偏暗	0.0005	精灵图 3发射器	
Tap Plasma generator	Z	对得上	1.00	0.000	高	1576	0.15–1.00s	0.15–1.00s		偏暗	0.0011	精灵图 4发射器 抓屏扭曲	
Tap Red Glow Eye	Z	对得上	1.10	0.094	高	995	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 3发射器	
Tap Rock	Z	对得上	1.00	0.002	高	546	0.15–0.75s	0.15–0.75s		只有导出有	0.0001	精灵图 3发射器	
Tap Squig	Z	对得上	0.99	0.008	高	2082	0.15–3.00s	0.15–3.00s		只有原版有	0.0051	精灵图 1发射器	
Tap Webway Portal	Z	对得上	0.77	0.258	高	1344	0.15–0.30s	0.15–0.30s		两边都空	0.0000	精灵图 5发射器 抓屏扭曲	
Tau_SummonCircle	Z	对得上	0.78	0.244	高	601	0.15–0.75s	0.15–0.75s		对得上	0.0000	精灵图 多发射器(9)	
Technomancer_Buff	Z	对得上	1.00	0.004	高	3158	0.15–1.00s	0.15–1.00s		对得上	0.0002	精灵图 3发射器 拖尾	
Telepathic_Control_User	Z	对得上	0.76	0.277	高	3100	0.15–1.50s	0.15–1.50s		偏暗	0.0044	精灵图 6发射器 抓屏扭曲	
Teleport Recall	Z	对得上	1.17	0.160	高	3874	0.30–2.00s	0.30–2.00s		偏亮	0.0062	Mesh粒子 精灵图 多发射器(8)	
TideEffect	Z	对得上	1.10	0.100	高	2113	0.15–1.00s	0.15–1.00s		对得上	0.0010	Mesh粒子 精灵图 7发射器 Sprite	
TinyFlames	Z	对得上	1.09	0.087	高	792	0.15–3.00s	0.15–3.00s		对得上	0.0022	精灵图 1发射器	
Toxic_Entanglement	Z	对得上	0.93	0.071	高	582	0.30–2.00s	0.30–2.00s		对得上	0.0011	精灵图 多发射器(9)	
TraitorsHate_Target	Z	对得上	1.21	0.193	高	791	0.15–0.75s	0.15–0.75s		两边都空	0.0000	Mesh粒子 精灵图 4发射器	
Tyranid Spawn	Z	对得上	1.00	0.000	高	643	0.15–1.00s	0.15–1.00s		对得上	0.0000	精灵图 7发射器	
TyranidInvasion_Spawn	Z	对得上	0.97	0.030	高	2143	0.15–1.50s	0.15–1.00s	导出提前 1.50s 结束	对得上	0.0006	精灵图 多发射器(9) 抓屏扭曲	
UM_DeathFromAbove	Z	对得上	1.08	0.079	高	3025	0.15–2.00s	0.15–2.00s		偏亮	0.0050	Mesh粒子 精灵图 多发射器(15)	
UM_MightOfHeroesEffect	Z	对得上	1.36	0.311	高	3161	0.75–1.50s	0.75–1.50s		对得上	0.0187	精灵图 4发射器 Sprite	
UM_Target_LockOn_Crosshair	Z	对得上	1.07	0.068	高	1864	0.15–1.50s	0.15–1.50s		对得上	0.0002	Mesh粒子 精灵图 多发射器(8)	
Unit Freezing	Z	对得上	0.95	0.052	高	636	0.30–3.00s	0.30–3.00s		偏暗	0.0018	精灵图 7发射器 Sprite	
UnstableEffect_ExplosionExtra	Z	对得上	0.95	0.053	高	597	0.15–1.00s	0.15–1.00s		只有导出有	0.0000	精灵图 多发射器(11) 抓屏扭曲	
Uprising Trait	Z	对得上	1.03	0.027	高	1122	0.15–1.50s	0.15–1.50s		对得上	0.0006	精灵图 多发射器(10)	
VulnerableEffect	Z	对得上	0.98	0.022	高	3384	0.15–3.00s	0.15–3.00s		对得上	0.0030	精灵图 3发射器 Sprite	
VulnerableEffectEnd	Z	对得上	1.05	0.049	高	753	0.15–2.00s	0.15–2.00s		对得上	0.0004	精灵图 2发射器 Sprite	
WailingDoom	Z	对得上	0.91	0.090	高	914	0.15–1.50s	0.15–1.50s		对得上	0.0009	Mesh粒子 精灵图 多发射器(25) Matcap/抓屏扭曲	
Warp Storm Target	Z	对得上	1.05	0.050	高	1108	0.15–2.00s	0.15–2.00s		对得上	0.0012	Mesh粒子 精灵图 多发射器(12)	
Waystone UI Gain	Z	对得上	1.00	0.001	高	2525	0.75–1.00s	0.75–1.00s		对得上	0.0010	精灵图 5发射器	
Waystone UI Spend	Z	对得上	1.01	0.012	高	2367	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 5发射器	
WaystoneTrigger	Z	对得上	1.01	0.012	高	1392	0.15–2.00s	0.15–2.00s		对得上	0.0122	Mesh粒子 精灵图 多发射器(8)	
Wild Rider Chieftain	Z	对得上	1.00	0.003	高	3261	0.15–1.50s	0.15–1.50s		对得上	0.0040	精灵图 多发射器(8)	
WorstTemperEffect	Z	对得上	1.14	0.127	高	1862	0.15–1.50s	0.15–1.50s		偏亮	0.0015	Mesh粒子 精灵图 多发射器(8) Sprite	
Acid Rain Damage Target	Z	对得上	0.99	0.007	中	234	1.50–1.50s	1.50–1.50s		对得上	0.0001	精灵图 多发射器(9)	
Air to Ground Big	Z	对得上	1.30	0.266	中	445	0.15–1.50s	0.15–1.50s		偏亮	0.0015	Mesh粒子 精灵图 多发射器(35)	
Axe_Slash_User_SW	Z	对得上	0.90	0.100	中	377	0.15–1.50s	0.15–1.50s		对得上	0.0011	Mesh粒子 精灵图 多发射器(8) 抓屏扭曲	
BigKrumpaKlawEffect	Z	对得上	1.01	0.006	中	460	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 多发射器(23)	
BolterSweep	Z	对得上	0.74	0.295	中	213	0.15–2.00s	0.15–2.00s		对得上	0.0006	Mesh粒子 精灵图 多发射器(12) Matcap	
Buff_Flies	Z	对得上	0.77	0.262	中	484	0.15–1.50s	0.15–1.00s	导出提前 1.50s 结束	对得上	0.0003	精灵图 3发射器	
Buff_HideousMutation_rage	Z	对得上	0.90	0.103	中	388	0.30–2.00s	0.30–2.00s		对得上	0.0008	Mesh粒子 精灵图 多发射器(13)	
Buff_MarkOfKhorne	Z	对得上	0.99	0.006	中	495	0.15–1.00s	0.15–1.00s		对得上	0.0000	精灵图 7发射器	
Buff_Sororitas	Z	对得上	0.77	0.261	中	479	0.15–1.50s	0.15–1.50s		对得上	0.0007	精灵图 7发射器	
Buff_Tau_GrislyFeast	Z	对得上	0.99	0.009	中	340	0.15–1.00s	0.15–1.00s		对得上	0.0000	精灵图 7发射器	
BulletImpact_2shot_trail_EC	Z	对得上	1.00	0.003	中	493	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(16) Matcap/拖尾	
BulletImpact_2shot_trail_EC Daemon	Z	对得上	1.00	0.002	中	491	0.15–0.15s	0.15–0.15s		只有原版有	0.0000	精灵图 多发射器(15)	
BulletImpact_2shot_trail_chaos	Z	对得上	1.00	0.003	中	413	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(16) Matcap/拖尾	
BulletImpact_3shot_trail_EC	Z	对得上	1.00	0.003	中	493	0.15–0.15s	0.15–0.15s		只有原版有	0.0000	Mesh粒子 精灵图 多发射器(16) Matcap/拖尾	
BulletImpact_3shot_trail_chaos	Z	对得上	1.00	0.003	中	413	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(16) Matcap/拖尾	
BulletImpact_4shot_trail_EC	Z	对得上	1.00	0.002	中	465	0.15–0.15s	0.15–0.15s		偏暗	0.0001	Mesh粒子 精灵图 多发射器(16) Matcap/拖尾	
BulletImpact_4shot_trail_chaos	Z	对得上	1.01	0.010	中	250	0.15–0.15s	0.15–0.15s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(16) Matcap/拖尾	
BulletImpact_5shot_trail_EC	Z	对得上	1.00	0.002	中	465	0.15–0.15s	0.15–0.15s		对得上	0.0001	Mesh粒子 精灵图 多发射器(16) Matcap/拖尾	
BulletImpact_5shot_trail_chaos	Z	对得上	1.00	0.000	中	397	0.15–0.15s	0.15–0.15s		对得上	0.0000	Mesh粒子 精灵图 多发射器(16) Matcap/拖尾	
BulletImpact_6shot_trail_EC Daemon	Z	对得上	1.00	0.000	中	384	0.15–0.30s	0.15–0.30s		偏亮	0.0001	精灵图 多发射器(15)	
BulletImpact_Combi_Flamer_Infernus	Z	对得上	0.93	0.072	中	230	0.30–1.50s	0.30–1.50s		对得上	0.0005	精灵图 多发射器(11)	
BulletImpact_DeathSpinner_twinlink	Z	对得上	0.99	0.006	中	344	0.15–0.75s	0.15–0.75s		两边都空	0.0000	精灵图 多发射器(22)	
BulletImpact_DeathSpinner_twinlink_large	Z	对得上	1.02	0.018	中	232	0.15–1.00s	0.15–1.00s		两边都空	0.0000	精灵图 多发射器(22)	
BulletImpact_FlamethrowerSororitas_long	Z	对得上	0.98	0.015	中	330	0.15–2.00s	0.15–2.00s		对得上	0.0008	精灵图 多发射器(12)	
BulletImpact_Flamethrower_ClearanceIncinerator	Z	对得上	0.97	0.029	中	258	0.15–2.00s	0.15–2.00s		对得上	0.0004	精灵图 多发射器(17)	
BulletImpact_Flamethrower_HandFlamer	Z	对得上	0.91	0.098	中	230	0.30–1.50s	0.30–1.50s		对得上	0.0004	精灵图 多发射器(10)	
BulletImpact_GrenadeLauncher	Z	对得上	1.00	0.000	中	201	0.15–0.75s	0.15–0.75s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(19) Matcap	
BulletImpact_GrenadierGauntlet	Z	对得上	0.99	0.007	中	289	0.15–0.75s	0.15–0.75s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(14) Matcap/抓屏扭曲	
BulletImpact_Kroot_RepeaterCannon	Z	对得上	1.03	0.032	中	386	0.30–0.30s	0.30–0.30s		只有原版有	0.0000	精灵图 多发射器(13)	
BulletImpact_Ork Missile Big	Z	对得上	0.72	0.323	中	462	0.15–0.75s	0.15–0.75s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(16)	
BulletImpact_Ork Snakebite Squig Hook	Z	对得上	1.11	0.107	中	263	0.15–0.15s	0.15–0.75s	导出多播到 0.75s	两边都空	0.0000	Mesh粒子 精灵图 多发射器(22) Matcap	
BulletImpact_Sonic Weapon 2 variant	Z	对得上	1.38	0.319	中	376	0.75–2.00s	0.75–2.00s		对得上	0.0025	Mesh粒子 精灵图 多发射器(25) 抓屏扭曲	
BulletImpact_Tau_Missile 3x	Z	对得上	1.14	0.135	中	237	0.15–1.00s	0.15–1.50s	导出多播到 1.50s	偏亮	0.0009	Mesh粒子 精灵图 多发射器(21) Matcap/抓屏扭曲/拖尾	
BulletImpact_Tau_Plasma Cannon	Z	对得上	1.21	0.192	中	381	0.15–1.00s	0.15–1.00s		对得上	0.0002	精灵图 多发射器(31) 抓屏扭曲	
BulletImpact_Thunderfire	Z	对得上	0.96	0.040	中	268	0.15–0.75s	0.15–0.75s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(17) Matcap/抓屏扭曲	
BulletImpact_Tyranid_Small_Dual	Z	对得上	1.00	0.000	中	265	0.15–0.15s	0.15–0.15s		两边都空	0.0000	精灵图 多发射器(26) 拖尾	
CamouflageEffect New	Z	对得上	0.97	0.034	中	391	0.15–3.00s	0.15–3.00s		偏暗	0.0005	精灵图 5发射器 Sprite	
Cut Axe SW	Z	对得上	1.01	0.010	中	391	0.15–0.30s	0.15–0.30s		两边都空	0.0000	精灵图 7发射器	
Cuts Brutal	Z	对得上	1.04	0.035	中	230	0.15–1.00s	0.15–1.00s		偏暗	0.0004	精灵图 7发射器	
Cuts Brutal_Warp Spider	Z	对得上	1.00	0.002	中	393	0.30–2.00s	0.30–2.00s		对得上	0.0015	精灵图 6发射器	
EC_Target_user	Z	对得上	1.06	0.056	中	399	0.15–2.00s	0.15–2.00s		偏暗	0.0004	Mesh粒子 精灵图 多发射器(13) Sprite/抓屏扭曲	
EC_Target_user Lucius	Z	对得上	1.06	0.056	中	399	0.15–2.00s	0.15–2.00s		偏暗	0.0004	Mesh粒子 精灵图 多发射器(13) Sprite/抓屏扭曲	
EcstasyEffect	Z	对得上	1.03	0.028	中	441	0.15–0.75s	0.15–0.75s		两边都空	0.0000	Mesh粒子 精灵图 多发射器(11) Sprite	
Emperors Children Scenario Bombardment	Z	对得上	1.13	0.121	中	332	1.00–3.00s	0.75–3.00s		对得上	0.0028	精灵图 多发射器(10)	
Environmental Condition Astra Militarum Factory Overdrive	Z	对得上	1.21	0.191	中	273	0.30–3.00s	0.15–3.00s		偏亮	0.0005	精灵图 多发射器(31)	
Environmental Condition Emperor's Children Empyric Rift	Z	对得上	1.04	0.037	中	210	0.15–3.00s	0.15–3.00s		对得上	0.0002	精灵图 多发射器(21)	
Environmental Condition Emperor's Children Empyric Rift OLD	Z	对得上	1.04	0.036	中	211	0.15–3.00s	0.15–3.00s		对得上	0.0001	精灵图 多发射器(26)	
Environmental Condition GSC Sump Overspill	Z	对得上	1.02	0.015	中	498	0.30–3.00s	0.30–3.00s		对得上	0.0002	精灵图 多发射器(75) 抓屏扭曲	
EnvironmentalCondition Sororitas Disrupted Ceremony	Z	对得上	1.06	0.061	中	282	0.15–3.00s	0.15–3.00s		对得上	0.0003	Mesh粒子 精灵图 多发射器(58) Matcap/场景烘焙	
EnvironmentalCondition Sororitas Shrine Bombardment	Z	对得上	1.19	0.171	中	254	0.15–3.00s	0.15–3.00s		偏暗	0.0004	Mesh粒子 精灵图 多发射器(59) Matcap/Sprite	
EnvironmentalCondition Tau Electro-Static Interference	Z	对得上	1.01	0.011	中	231	0.15–3.00s	0.15–3.00s		只有原版有	0.0008	Mesh粒子 精灵图 多发射器(38) 抓屏扭曲	
EnvironmentalCondition Tau Radiation Storm	Z	对得上	1.02	0.016	中	214	0.15–3.00s	0.15–3.00s		对得上	0.0006	精灵图 多发射器(46) 抓屏扭曲	
Explosion Hand UI 0,5s delay	Z	对得上	1.11	0.103	中	243	0.75–1.50s	0.75–1.50s		对得上	0.0003	精灵图 多发射器(9)	
FlamethrowerSweepAttack_1	Z	对得上	0.95	0.054	中	371	0.75–3.00s	0.75–3.00s		对得上	0.0007	精灵图 4发射器	
FlamethrowerSweepAttack_sororitas	Z	对得上	0.98	0.022	中	349	0.15–3.00s	0.15–3.00s		对得上	0.0009	精灵图 多发射器(12)	
GSC RecallToHand	Z	对得上	1.00	0.000	中	361	0.15–1.00s	0.15–1.00s		对得上	0.0001	精灵图 5发射器	
GSC Sabotage Use	Z	对得上	0.94	0.060	中	245	0.15–0.50s	0.15–0.50s		两边都空	0.0000	精灵图 5发射器	
GSC Summon	Z	对得上	1.00	0.000	中	396	0.30–2.00s	0.30–2.00s		对得上	0.0003	精灵图 4发射器	
Generic Tap Material	Z	对得上	0.99	0.007	中	262	0.15–0.75s	0.15–0.75s		对得上	0.0004	精灵图 2发射器	
Goff_Waaagh	Z	对得上	1.26	0.233	中	298	0.15–1.50s	0.15–1.50s		偏亮	0.0003	精灵图 6发射器	
GreenSummonCircle	Z	对得上	1.07	0.067	中	398	0.15–2.00s	0.15–2.00s		对得上	0.0005	Mesh粒子 精灵图 7发射器	
Healing_Projectile	Z	对得上	1.20	0.184	中	374	0.15–1.50s	0.15–1.50s		对得上	0.0001	精灵图 多发射器(11)	
Healing_Projectile_Frost	Z	对得上	1.28	0.248	中	376	0.15–1.50s	0.15–1.50s		对得上	0.0002	精灵图 多发射器(12)	
Healing_Projectile_Green	Z	对得上	1.18	0.165	中	352	0.15–1.50s	0.15–1.50s		对得上	0.0001	精灵图 多发射器(11)	
Healing_Projectile_Ork	Z	对得上	1.28	0.244	中	334	0.15–1.50s	0.15–1.50s		对得上	0.0001	精灵图 多发射器(13)	
Helspear_Assault_Buff	Z	对得上	0.99	0.006	中	341	0.30–1.50s	0.30–1.50s		对得上	0.0012	Mesh粒子 精灵图 多发射器(13)	
HuntMark_DamageEffect	Z	对得上	1.02	0.020	中	203	0.15–2.00s	0.15–2.00s		对得上	0.0004	精灵图 多发射器(35) Sprite/抓屏扭曲	
